"Order Ref",Tracking,SKU,Total,Date
#99728,WR6540135,"SK-S116654,SK-S116619",9448,2023-05-01
#99629,WR6479064,SK-S117930,1450,2023-04-29
#99706,WR6538483,SK-BG70081,2009,2023-04-30
#99676,WR6535657,"SK-S110851,SK-S112713",2632,2023-04-30
#99321,WR6400264,"WP-SH1353,WP-SH1421",4749,2023-04-22
#99774,WR6552312,SK-S109285,2699,2023-05-01
#99677,WR6535670,SK-S107703,2409,2023-04-30
#99578,WR6461620,SK-S111111,3009.2,2023-04-28
#99743,WR6542537,WP-S109423,4299,2023-05-01
#99405,WR6405570,SG-WL31,1249,2023-04-25
#99834,WR6553061,"SB-TS171-L,RM-SHO10-L",1448,2023-05-02
#99637,WR6484348,SK-S115641,1329.76,2023-04-29
#99568,WR6458674,SK-S116525,4449,2023-04-28
#99683,WR6536401,SK-FS250,1248,2023-04-30
#99670,WR6535279,SK-S118000,4799,2023-04-30
