"Order Ref",Tracking,SKU,Total,Date
#109460,20005260035961,MKP-S122297-45,2999,2023-09-07
#109494,20005260035973,"FS-S124976,SK-S130908",7898,2023-09-08
#109374,20005260035912,SK-S131048,6199,2023-09-07
#109368,20005260035909,MKP-WL5,2100,2023-09-07
#109383,20005260035914,MKP-SL2533,1749,2023-09-07
#109420,20005260035942,FS-S124819,3599,2023-09-07
#109401,20005260035932,"FS-S125481,SK-S131035",8598,2023-09-07
#109366,20005260035908,FS-S125305,3399,2023-09-07
#109449,20005260035955,FS-S125408,3499,2023-09-07
#109506,20005260035977,SK-S130930,4899,2023-09-08
#109430,20005260035946,SK-S121411,2249,2023-09-07
#108587,20005260035513,"FS-S124428,WP-S120089",5648,2023-08-31
#109465,20005260035964,SK-S101705,1500,2023-09-08
#109241,20005260035847,FS-S125560,4899,2023-09-06
#109513,20005260035980,FS-S125003,2899,2023-09-08
#109483,20005260035970,SK-S130969,5999,2023-09-08
#109426,20005260035944,SK-S117035,4199,2023-09-07
#109438,20005260035951,SK-S130287,4999,2023-09-07
#109152,20005260035816,WP-S108840,4499,2023-09-05
#109458,20005260035960,SK-S130714,4549,2023-09-07
#109442,20005260035952,SK-SN14151,949,2023-09-07
#109455,20005260035959,FS-S125406,2899,2023-09-07
#108626,20005260035800,FS-S124927,1050,2023-08-31
#109433,20005260035948,FS-S125665,2899,2023-09-07
#109341,20005260035897,SK-BG68627,0,2023-09-07
#109432,20005260035947,WP-S120006,5999,2023-09-07
#109451,20005260035957,FS-S125589,3299,2023-09-07
#109304,20005260035884,"WP-S117487,FS-S125622,FS-S125639",15746,2023-09-06
#109510,20005260035978,SK-S120793,3999,2023-09-08
#108816,20005260035626,FS-S123655,6449,2023-09-02
#109485,20005260035972,FS-S124315,2899,2023-09-08
#108262,20005260035342,SK-S130272,6499,2023-08-28
#109477,20005260035968,FS-S124956,0,2023-09-08
#109505,20005260035976,FS-S124061,0,2023-09-08
#109511,20005260035979,FS-S125411,2899,2023-09-08
#109480,20005260035969,FS-S125505,2859,2023-09-08
#109466,20005260035965,WP-S71780,5669,2023-09-08
#109497,20005260035974,SK-S131042,5199,2023-09-08
#109299,20005260035880,WP-S104877,3799,2023-09-06
#109393,20005260035930,SK-BG69428,0,2023-09-07
#109447,20005260035954,FS-S127182,2049,2023-09-07
#109427,20005260035945,"FS-S125136,FS-S127384,FS-S124268",9797,2023-09-07
#109436,20005260035950,FS-S124745,3599,2023-09-07
#109498,20005260035975,FS-S125557,3299,2023-09-08
