"Order Ref",Tracking,SKU,Total,Date
#108825,WR9830332,SK-S130092,12999,2023-09-02
#108897,WR9835768,FS-S124658,3499,2023-09-03
#108717,WR9797416,"FS-S124802,WP-23369",6448,2023-09-01
#108968,WR9839931,FS-S123755,6499,2023-09-04
#108787,WR9802245,SK-S130655,4349,2023-09-02
#108722,WR9797447,FS-S127646,2399,2023-09-01
#107297,WR9500412,SF-SH2121,2049,2023-08-17
#108964,WR9839527,SK-S130208,7499,2023-09-04
#108766,WR9798882,FS-S125062,3599,2023-09-02
#108859,WR9833875,FS-SL2873,2599,2023-09-03
#108871,WR9834470,FS-S123803,6719,2023-09-03
#108832,WR9832096,FS-S127325,2539,2023-09-02
#108976,WR9840015,SK-S121643,2599,2023-09-04
