"Order Ref",Tracking,SKU,Total,Date
#103810,20005260032924,SK-S118267,3499,2023-07-09
#103949,20005260032970,SK-S113612,290,2023-07-11
#103953,20005260032977,SK-S117032,4999,2023-07-11
#103888,20005260032969,WP-S109422,0,2023-07-10
#103823,20005260032913,WP-S93760,13999,2023-07-09
#103932,20005260032960,WP-S94712,4999,2023-07-11
#103920,20005260032953,WP-S118769,6249,2023-07-11
#103849,20005260032894,WP-S77249,13999,2023-07-10
#103908,20005260032948,WP-S119961,4599,2023-07-10
#103896,20005260032941,WP-S118713,8999,2023-07-10
#103817,20005260032917,SK-S104412,3704,2023-07-09
#103897,20005260032942,"WP-S104920,SK-S102741",8438,2023-07-10
#103952,20005260032976,SK-S115117,3499,2023-07-11
#103922,20005260032955,SK-S121737,4399,2023-07-11
#103935,20005260032963,SB-SL2495,1849,2023-07-11
#103927,20005260032957,"SK-C69946,SK-C69905,SK-C69841,SK-C69912,SK-C69280",0,2023-07-11
#103812,20005260032922,WP-S118543,5649,2023-07-09
#103940,20005260032964,"SK-S110862,SK-S116309,SK-S116770",10815,2023-07-11
#103567,20005260032758,WP-S117731,7000,2023-07-04
#103944,20005260032967,SK-S116253,3749,2023-07-11
#103926,20005260032956,SK-S108011,2300,2023-07-11
#103934,20005260032962,SK-S119185,3549,2023-07-11
#103928,20005260032958,SK-S111965,3183,2023-07-11
#103939,20005260032965,SK-S121498,2649,2023-07-11
#103901,20005260032943,SK-S100336,2244,2023-07-10
#103919,20005260032952,"SK-S29743,SK-KS3358,SK-S106628",3324,2023-07-11
#103904,20005260032945,SK-S109924,1259,2023-07-10
#103890,20005260032937,SG-WL31,1750,2023-07-10
#103929,20005260032959,SK-S116994,3799,2023-07-11
#103907,20005260032947,SK-S118297,4599,2023-07-10
#103894,20005260032940,SK-S121505,4349,2023-07-10
#103902,20005260032944,SK-S119273,9499,2023-07-10
#103891,20005260032938,SK-S121164,4999,2023-07-10
#103916,20005260032949,"SK-S7980,SK-KS2562,SK-S111214,SK-KS2577",5906,2023-07-11
#103918,20005260032951,SK-S115028,3499,2023-07-11
#103893,20005260032939,SK-S115219,3199,2023-07-10
#103917,20005260032950,SK-S110736,3599,2023-07-11
