"Order Ref",Tracking,SKU,Total,Date
#99979,79245425796097,WP-TR184,2249,2023-05-04
#100042,79245425796177,WP-S109425,450,2023-05-05
#100006,79245425796128,WP-S72781,9448,2023-05-04
#100170,79245425796322,SK-S97136,2549,2023-05-06
#99808,79245425795859,SB-TS51-M,949,2023-05-02
#99363,79245425795260,SB-TS147-S,1449,2023-04-24
#99749,79245425795780,SB-TS53-M,949,2023-05-01
#100140,79245425796281,SK-S118081,4249,2023-05-06
#100159,79245425796309,WP-S68795,1019,2023-05-06
#100135,79245425796274,SK-S114158,2991,2023-05-06
#100089,79245425796227,SK-S110479,2623,2023-05-05
#100091,79245425796229,SK-S117944,4199,2023-05-05
