"Order Ref",Tracking,SKU,Total,Date
#100317,20005260031257,G-NB4,200,2023-05-08
#100522,20005260031368,SK-S115117,3499,2023-05-11
#100529,20005260031373,WP-S118409,4499,2023-05-11
#100521,20005260031367,"SK-S115621,SK-S103446",2700,2023-05-11
#100513,20005260031361,SK-S116567,2799,2023-05-11
#100534,20005260031377,SK-S108979,1937,2023-05-11
#100510,20005260031359,WP-S117762,10301,2023-05-11
#100525,20005260031370,WP-SH2202,1421,2023-05-11
#100514,20005260031362,SK-S102570,3739,2023-05-11
#100515,20005260031363,SK-S116657,3499,2023-05-11
#100518,20005260031365,WP-S118471,5899,2023-05-11
#100516,20005260031364,SK-S109895,2400,2023-05-11
#100511,20005260031374,WP-S108758,3010,2023-05-11
#100527,20005260031371,WP-S115963,5999,2023-05-11
#100533,20005260031376,SK-S115420,1849,2023-05-11
#100531,20005260031375,SK-S115424,2399,2023-05-11
#100528,20005260031372,SK-S117981,3649,2023-05-11
#100520,20005260031366,SK-S118011,4249,2023-05-11
