"Order Ref",Tracking,SKU,Total,Date
#113412,WR11044593,SK-S130123,8589,2023-10-23
#113427,WR11044903,"SK-H393,SK-H390",816,2023-10-23
#113468,WR11055357,FS-S125386,2889,2023-10-24
#113383,WR11043098,FS-SN17085,2049,2023-10-23
#113393,WR11043377,FS-S126073,2849,2023-10-23
#113340,WR11040234,FS-S126081,2889,2023-10-22
#113117,WR11056933,FS-S125379,1103,2023-10-20
#113435,WR11053952,FS-S124764,2899,2023-10-23
#113106,WR10993900,MKP-C70013,1349,2023-10-20
#113398,WR11044204,"SK-S132252,SK-S132716,FS-S135718",5437,2023-10-23
#113401,WR11044407,SK-S130578,2349,2023-10-23
#113402,WR11044426,FS-S124668,3599,2023-10-23
#113373,WR11041686,SK-S131680,3589,2023-10-23
#113205,WR11013041,MKP-S122297-43,2999,2023-10-21
#113426,WR11044897,FS-S124133,5289,2023-10-23
#113386,WR11043136,FS-S125200,3299,2023-10-23
#113295,WR11037622,MKP-S122297-43,2999,2023-10-22
#113450,WR11054444,SK-S130654,4489,2023-10-24
