"Order Ref",Tracking,SKU,Total,Date
#99576,20005260030930,SK-S117883,4099,2023-04-28
#99588,20005260030937,SK-S98580,3129.2,2023-04-28
#99640,20005260030970,SK-S115632,2231.44,2023-04-29
#99639,20005260030969,SK-S108375,1599,2023-04-29
#99604,20005260030946,SK-S117889,4049,2023-04-29
#99587,20005260030936,"SK-S107111,SK-FS710,SK-S106674,SK-S88647,SK-S81906",5765,2023-04-28
#99593,20005260030939,"SK-TP1107,SK-TP1105,SK-TP1177,SK-TP1201,SK-TP1829,SK-TP1020,SK-TP1444,SK-TP1439,SK-TP1495,SK-TP1543,SK-TP1605,SK-TP337,SK-TP1287,SK-TP2062",4620,2023-04-28
#99615,20005260030953,SK-BG69352,1649,2023-04-29
#99596,20005260030941,SK-S117874,4099,2023-04-29
#99625,20005260030959,SK-S111817,1185.76,2023-04-29
#99611,20005260030951,SK-S66244,1010.32,2023-04-29
#99585,20005260030935,SK-S117873,4149,2023-04-28
#99598,20005260030942,SK-BG69099,1449,2023-04-29
#99614,20005260030952,SK-S116852,250,2023-04-29
#99581,20005260030934,SK-S115495,4349,2023-04-28
#99599,20005260030943,SK-S117879,4149,2023-04-29
#99623,20005260030957,SK-S116300,3249,2023-04-29
#99580,20005260030961,SK-S116322,3149,2023-04-28
#99610,20005260030950,SK-S116311,1749,2023-04-29
#99624,20005260030958,SK-S117950,4549,2023-04-29
#99617,20005260030954,SK-S117895,3949,2023-04-29
#99630,20005260030963,SK-S116616,3049,2023-04-29
#99626,20005260030960,SK-FS85979,3700,2023-04-29
#99619,20005260030955,SK-CT226,1499,2023-04-29
#99631,20005260030964,SK-S115254,4649,2023-04-29
#99594,20005260030940,"SK-S116899,SK-S116885,SK-S110734",7975,2023-04-28
