"Order Ref",Tracking,SKU,Total,Date
#110121,WR10377085,FS-S123719,7299,2023-09-14
#110173,WR10381503,FS-S125757,2899,2023-09-15
#109913,WR10126058,SK-S131121,2499,2023-09-12
#110143,WR10377844,FS-S127335,1999,2023-09-15
#110120,WR10377077,FS-S124137,6299,2023-09-14
#110135,WR10377797,FS-HB512,2599,2023-09-15
#110073,WR10152111,SK-S131624,2499,2023-09-14
#110134,WR10377791,FS-S124763,3249,2023-09-15
#110080,WR10152327,MKP-C69959,1749,2023-09-14
#109652,WR9996991,FS-S125925,2899,2023-09-09
#110155,WR10378827,FS-S123500,6449,2023-09-15
#110171,WR10381494,FS-S125320,3099,2023-09-15
