"Order Ref",Tracking,SKU,Total,Date
#99093,20005260030692,WP-S81663,11249.10,2023-04-17
#98950,20005260030637,WP-S76263,5269.00,2023-04-15
#98965,20005260030640,WP-TS19744,2409.00,2023-04-16
#99092,20005260030691,WP-SL890,5999.00,2023-04-17
#99084,20005260030687,"SK-FS85902,WP-S116020,SK-S116676,SK-S116482",12996,2023-04-17
#98830,20005260030705,SK-S106757,2799,2023-04-14
#99022,20005260030660,SK-S116376,3849.00,2023-04-16
#98880,20005260030596,SK-S116392,3499,2023-04-14
#99075,20005260030730,SK-S115450,1749.00,2023-04-17
#98764,20005260030732,SK-S115287,2299,2023-04-13
#99076,20005260030729,"SK-S116299,SK-KS3455",4648.00,2023-04-17
#99127,20005260030706,SK-S114203,2759.20,2023-04-18
#99112,20005260030699,WP-S101032,4499.00,2023-04-18
#99014,20005260030657,SK-S116305,3299.00,2023-04-16
#99143,20005260030720,SK-S113408,1950,2023-04-18
#99138,20005260030717,SK-BG69848,1249.00,2023-04-18
#98995,20005260030651,"WP-SH1468,WP-SH1458",2873.00,2023-04-16
#98938,20005260030626,"SK-S111526,WP-S115878",5948.00,2023-04-15
