"Order Ref",Tracking,SKU,Total,Date
#108019,WR9654453,"SK-H383,SK-H661,SK-H265,SK-H728,SK-H896",2962,2023-08-26
#107930,WR9638312,WP-S104916,4999,2023-08-25
#106444,WR9652072,"SK-S109870,SK-S118968,SK-S121924",5841,2023-08-13
#107862,WR9630758,WP-S12904,4049,2023-08-25
#107907,WR9634629,"MKP-TS19973-M,MKP-TS19978-M",301,2023-08-25
#107982,WR9651412,FS-S127274,2099,2023-08-26
#107894,WR9631732,SK-S120525,3999,2023-08-25
#107978,WR9651222,FS-S127227,2549,2023-08-26
#107989,WR9651624,FS-S127488,2039,2023-08-26
#107957,WR9650087,FS-S123964,6999,2023-08-25
#107945,WR9649950,FS-S127211,2049,2023-08-25
