"Order Ref",Tracking,SKU,Total,Date
#113161,WR11010895,SK-LC129,1549,2023-10-20
#113199,WR11012558,SK-S133201,2649,2023-10-21
#112946,WR10997796,SK-S131416,3589,2023-10-18
#113060,WR10992519,WP-S30758,3465,2023-10-19
#113085,WR10992902,WP-S134032,7489,2023-10-19
#113170,WR11011119,WP-S134276,7939,2023-10-20
#113129,WR10996271,SK-BL195,749,2023-10-20
#113194,WR11012106,SK-S130521,2549,2023-10-21
#113207,WR11013049,FS-S123542,5889,2023-10-21
#113134,WR10996397,"SK-S130601,FS-S127252",3138,2023-10-20
#113200,WR11012561,"FS-S124683,FS-S125483,SK-S132580,SK-S131682",10936,2023-10-21
#113103,WR10993847,FS-S125388,2899,2023-10-20
