"Order Ref",Tracking,SKU,Total,Date
#101334,KI762146271,"SK-S103512,SK-S116181,SK-S118076,SK-S101236,SK-S118205",7398,2023-05-19
#101294,KI762144770,"SK-KS3209,SK-KS3445",988,2023-05-18
#101303,KI762145309,SK-S115241,2529,2023-05-18
#101339,KI762146331,SK-S118941,9999,2023-05-19
#101203,KI762125534,WP-S104941,4999,2023-05-17
#101340,KI762146417,SK-S118204,2749,2023-05-19
#101297,KI762144901,SK-S118071,1332,2023-05-18
#101287,KI762139495,SK-S111828,2499,2023-05-18
#101304,KI762145322,SK-S88098,916,2023-05-18
#101329,KI762146165,SK-S118251,4299,2023-05-19
#101361,KI762149417,SK-S116190,6319,2023-05-19
#101278,KI762135915,WP-S118587,6099,2023-05-18
#101286,KI762139482,SK-S119169,3599,2023-05-18
#101314,KI762145727,SK-S110285,2525,2023-05-19
#101291,KI762139856,SK-S116736,2717,2023-05-18
#101298,KI762144925,SK-S116194,3299,2023-05-18
#101306,KI762145352,SK-KS3722,729,2023-05-18
#101305,KI762145344,"SK-SN14810,SK-SN14327",2718,2023-05-18
#101295,KI762144787,SK-S116482,2949,2023-05-18
#101353,KI762149077,SK-C69276,889,2023-05-19
#101346,KI762146497,SK-S117977,2409,2023-05-19
#101302,KI762145270,SK-S119025,4399,2023-05-18
#101114,KI762115243,"SK-S119012,WP-S118763",10848,2023-05-16
