"Order Ref",Tracking,SKU,Total,Date
#101718,79245425798481,WP-S118507,5499,2023-05-26
#101709,79245425798472,SK-S118263,3249,2023-05-26
#101566,79245425798258,"SK-TP2044,AT-TS22-L",2092,2023-05-23
#101705,79245425798467,SK-FS338,1548,2023-05-26
#101711,79245425798474,SK-S29160,1149,2023-05-26
#101681,79245425798428,SK-S119390,3198,2023-05-25
#101683,79245425798430,SK-S119118,3299,2023-05-25
#101679,79245425798420,"SK-S71726,SK-S60356,SK-S86736,SK-S88859,SK-S87521,SK-S92976,SK-S81795",361,2023-05-25
#101627,79245425798349,SB-SL2480,2249,2023-05-24
#101678,79245425798419,SK-14051,1099,2023-05-25
#101676,79245425798417,SK-KS2535,1849,2023-05-25
