"Order Ref",Tracking,SKU,Total,Date
#100535,20005260031378,SB-TS45-L,0,2023-05-11
#100955,20005260031581,SB-TS45-M,1249,2023-05-14
#101089,20005260031610,SK-S109148,2519,2023-05-16
#100877,20005260031524,WP-S93808,4299,2023-05-14
#100728,20005260031493,G-EB27,5199,2023-05-13
#101170,20005260031648,SK-S115261,2579,2023-05-17
#101185,20005260031655,SK-S116499,2567,2023-05-17
#101166,20005260031626,"SB-TS157-L,SK-S117002,SK-S116470,SK-S105490",0,2023-05-17
#101129,20005260031644,"SK-S97490,SK-S116766,SK-S116983",6478,2023-05-16
#101158,20005260031629,SK-S116218,1869,2023-05-17
#100981,20005260031569,WP-S118599,6299,2023-05-15
#101167,20005260031625,"SK-SN12077,SK-SN10490,SK-SN14732",2523,2023-05-17
#101140,20005260031640,SK-S117814,2717,2023-05-17
#101151,20005260031635,SK-S116653,2717,2023-05-17
#100051,20005260031152,"SB-TR02-L,SB-TR04-M",2448,2023-05-05
#101120,20005260031647,SK-S118153,2379,2023-05-16
#101145,20005260031637,SK-S71234,2639,2023-05-17
#101150,20005260031636,SK-S116729,1104,2023-05-17
#101160,20005260031628,"SK-S118159,SK-SC64434",15,2023-05-17
#101155,20005260031632,SK-S115299,2525,2023-05-17
#101176,20005260031650,SK-S102840,2709,2023-05-17
#101154,20005260031633,SK-S119210,2149,2023-05-17
#101080,20005260031608,WP-S98247,2150,2023-05-16
#100970,20005260031576,WP-S8732,5108,2023-05-14
#100950,20005260031583,WP-S11361,3099,2023-05-14
#100965,20005260031579,WP-S27646,6403,2023-05-14
#101095,20005260031612,"WP-S101031,SK-S99820",6938,2023-05-16
#101192,20005260031662,SK-S118257,3799,2023-05-17
#101184,20005260031654,SK-S101296,2589,2023-05-17
#101193,20005260031663,SK-S116234,1689,2023-05-17
#100942,20005260031588,"WP-S118594,WP-S118695",11898,2023-05-14
#100794,20005260031659,SB-TS139-L,0,2023-05-13
#100995,20005260031563,WP-S118536,5699,2023-05-15
#101194,20005260031664,SK-C69681,189,2023-05-17
#100868,20005260031519,WP-S118618,6249,2023-05-13
#101163,20005260031627,SK-S119205,4499,2023-05-17
#101201,20005260031669,SK-S113172,2079,2023-05-17
#101200,20005260031668,SK-S118262,1600,2023-05-17
#101097,20005260031613,WP-S71878,6298,2023-05-16
#101196,20005260031665,SK-S92614,2589,2023-05-17
#101198,20005260031667,SK-S110648,2049,2023-05-17
