"Order Ref",Tracking,SKU,Total,Date
#103486,20005260032707,SK-S121298,2499,2023-07-02
#103492,20005260032712,SK-FS746,2499,2023-07-02
#103493,20005260032713,SK-S111374,1648,2023-07-02
#103500,20005260032714,"SK-S95053,SK-S96680",1948,2023-07-03
#103452,20005260032690,SK-S105628,2624,2023-07-01
#103482,20005260032704,SK-S119342,4299,2023-07-02
#103280,20005260032605,WP-S118836,5899,2023-06-27
#103464,20005260032696,WP-S119909,20499,2023-07-02
#103480,20005260032703,SK-S120538,4699,2023-07-02
#103295,20005260032613,WP-S28168,3949,2023-06-27
#103285,20005260032608,WP-S118754,6199,2023-06-27
#103319,20005260032626,"SK-S103562,WP-S30928",9788,2023-06-28
#103474,20005260032700,SK-S107707,1348,2023-07-02
#103332,20005260032633,WP-S113946,14414,2023-06-28
#103433,20005260032678,SK-S121391,2499,2023-07-01
#103442,20005260032683,WP-S119896,20999,2023-07-01
#103428,20005260032676,WP-S118698,5999,2023-07-01
#103478,20005260032702,SK-S107098,1879,2023-07-02
#103321,20005260032627,WP-S118541,8999,2023-06-28
#103449,20005260032687,WP-S118748,5499,2023-07-01
#103451,20005260032689,SK-S116879,3499,2023-07-01
#103463,20005260032695,SK-S119182,4799,2023-07-02
#103443,20005260032684,SK-S117111,3999,2023-07-01
#103383,20005260032661,SK-KS2594,1299,2023-06-29
#103462,20005260032694,SK-S121061,2549,2023-07-02
#103426,20005260032675,SK-S119386,4299,2023-07-01
#103435,20005260032680,SK-S117963,3899,2023-07-01
#103416,20005260032672,SK-S92169,5129,2023-06-30
#103409,20005260032670,SK-S107384,2145,2023-06-30
#103459,20005260032693,SK-S120468,5099,2023-07-02
#103450,20005260032688,SK-S121322,2749,2023-07-01
#103398,20005260032666,SK-S111377,1879,2023-06-30
#103400,20005260032667,SK-S109249,2409,2023-06-30
#103467,20005260032698,SK-C69920,749,2023-07-02
#103397,20005260032665,SK-S114578,8209,2023-06-30
#103370,20005260032654,SK-S116456,2549,2023-06-29
#103348,20005260032643,SK-S112678,2649,2023-06-28
#103361,20005260032649,SK-S115071,3249,2023-06-29
#103408,20005260032669,SK-S117124,2149,2023-06-30
#103401,20005260032668,SK-S115385,2549,2023-06-30
#103345,20005260032640,SK-S107450,2799,2023-06-28
#103349,20005260032644,SK-SN16041,3499,2023-06-28
#103434,20005260032679,SK-S114919,2149,2023-07-01
#103347,20005260032642,"SK-S97642,SK-S112354",2686,2023-06-28
#103342,20005260032638,SK-S107740,1599,2023-06-28
#103419,20005260032673,SK-S94932,1236,2023-06-30
#103372,20005260032656,SK-S120914,0,2023-06-29
#103375,20005260032658,SK-FS85905,2349,2023-06-29
#103363,20005260032650,SK-C69779,749,2023-06-29
#103359,20005260032648,SK-S115777,4199,2023-06-29
#103340,20005260032637,SK-S115036,2349,2023-06-28
#103346,20005260032641,SK-KS2583,1249,2023-06-28
#103286,20005260032609,SK-S116268,3599,2023-06-27
#103336,20005260032635,SK-S117955,3374,2023-06-28
#103317,20005260032625,SK-S118387,2349,2023-06-28
#103309,20005260032620,SK-S111101,2299,2023-06-28
#103314,20005260032623,SK-S91454,5399,2023-06-28
#103311,20005260032622,SK-S120614,5549,2023-06-28
#103330,20005260032632,SK-S120560,5299,2023-06-28
#103358,20005260032647,SK-S119370,2249,2023-06-29
#103322,20005260032628,SK-S120912,5499,2023-06-28
#103310,20005260032621,SK-S117072,0,2023-06-28
#103355,20005260032646,SK-S120744,2349,2023-06-28
#103335,20005260032634,SK-S106693,1648,2023-06-28
#103284,20005260032607,SK-S32650,2348,2023-06-27
#103303,20005260032618,SK-BG69465,2049,2023-06-28
#103299,20005260032616,SK-S114960,3449,2023-06-28
#103287,20005260032610,SK-S116201,2349,2023-06-27
#103338,20005260032636,SK-SN8540,649,2023-06-28
#103325,20005260032631,"SK-S120675,SK-S118064",5648,2023-06-28
#103278,20005260032603,SK-JK98,3899,2023-06-27
#103304,20005260032619,SK-S96430,2145,2023-06-28
#103282,20005260032606,SK-S107763,2169,2023-06-27
#103294,20005260032612,SK-S114724,3899,2023-06-27
