"Order Ref",Tracking,SKU,Total,Date
#101756,20005260031960,SK-S117056,5299,2023-05-27
#101759,20005260031962,SK-S118321,4999,2023-05-27
#101784,20005260031981,SK-S114960,3449,2023-05-28
#101810,20005260031989,SK-S118268,1520,2023-05-29
#101788,20005260031984,WP-S118503,1375,2023-05-28
#101758,20005260031961,SK-FS720,1148,2023-05-27
#101773,20005260031976,SK-S56187,1149,2023-05-28
#101762,20005260031965,"SK-KS3598,SK-KS3238,SK-KS3202",1597,2023-05-27
#101799,20005260031987,WP-S115953,4499,2023-05-29
#101766,20005260031971,"SK-SN14205,SK-SN14656",1248,2023-05-28
#101790,20005260031986,SK-S117109,3849,2023-05-28
#101755,20005260031967,SK-S116184,3499,2023-05-27
#101774,20005260031977,SK-S119370,2249,2023-05-28
#101786,20005260031982,SK-S116926,3649,2023-05-28
#101664,20005260031954,SK-S87579,1149,2023-05-25
#101754,20005260031959,SK-S117118,4349,2023-05-27
#101753,20005260031958,SK-S119086,2549,2023-05-27
#101743,20005260031949,SK-BG69010,2999,2023-05-27
#101659,20005260031882,SK-S117082,3849,2023-05-25
#101761,20005260031964,SK-S119201,4299,2023-05-27
#101782,20005260031980,"SK-S95974,SK-S75935,SK-S94961",2747,2023-05-28
#101778,20005260031978,SK-S108414,2759,2023-05-28
#101780,20005260031979,"SK-KS1251,SK-KS3589",1548,2023-05-28
#101769,20005260031974,SK-S117103,2149,2023-05-28
#101763,20005260031966,SK-S118326,0,2023-05-27
#101532,20005260031942,WP-S118696,3282,2023-05-23
#101764,20005260031969,SK-S96188,1149,2023-05-28
#101787,20005260031983,SK-S86323,1099,2023-05-28
#101708,20005260031925,SK-S117078,646,2023-05-26
#101767,20005260031972,SK-S116326,2899,2023-05-28
