"Order Ref",Tracking,SKU,Total,Date
#114225,20005260038265,SB-S-S130519,3999,2023-11-02
#114277,20005260038301,MKP-WL16,1700,2023-11-03
#113162,20005260038269,FS-S124118,3090,2023-10-20
#114259,20005260038293,FS-S135056,5499,2023-11-02
#114244,20005260038285,FS-S126283,4199,2023-11-02
#114263,20005260038295,SK-H1649,1224,2023-11-03
#114185,20005260038250,MKP-C70020,1418,2023-11-01
#114252,20005260038289,MKP-WL35,1399,2023-11-02
#114223,20005260038262,MKP-C70013,1678,2023-11-02
#114303,20005260038308,SK-SN15582,1249,2023-11-03
#114267,20005260038297,"SK-TP339,SK-TP424,SK-TP1503,SK-FS88877",2519,2023-11-03
#114215,20005260038259,SB-S-S130519,0,2023-11-02
#114299,20005260038307,"FS-HB614,SK-BG68395",8158,2023-11-03
#114254,20005260038290,MKP-S122298-45,2999,2023-11-02
#114122,20005260038217,MKP-WL30,2650,2023-11-01
#114272,20005260038300,FS-S127337,2269,2023-11-03
#114262,20005260038294,SK-S122843,3999,2023-11-03
#114271,20005260038299,SK-S121064,3999,2023-11-03
#114281,20005260038303,FS-S126132,3284,2023-11-03
#114291,20005260038305,FS-S125668,2899,2023-11-03
#114257,20005260038292,FS-S125040,3499,2023-11-02
#114238,20005260038284,SK-SN13555,2289,2023-11-02
