"Order Ref",Tracking,SKU,Total,Date
#110128,20005260036317,FS-S125024,3599,2023-09-15
#110010,20005260036257,SK-S131715,5499,2023-09-13
#110142,20005260036319,SK-KS3538,849,2023-09-15
#110146,20005260036321,SK-S122673,0,2023-09-15
#110099,20005260036302,SK-S132048,0,2023-09-14
#110151,20005260036323,SK-S130701,5299,2023-09-15
#110127,20005260036316,FS-S125844,2899,2023-09-14
#110122,20005260036314,FS-HB424,0,2023-09-14
#110060,20005260036280,WP-S27977,3203,2023-09-14
#109989,20005260036239,SK-S131437,0,2023-09-13
#110150,20005260036322,FS-S125174,4999,2023-09-15
#110048,20005260036276,SK-S131641,2749,2023-09-14
#109961,20005260036212,SK-S131368,4799,2023-09-13
#110008,20005260036256,SK-S131505,4999,2023-09-13
#110170,20005260036337,FS-S125439,0,2023-09-15
#110006,20005260036326,SK-S131291,1850,2023-09-13
#109878,20005260036166,SK-S131345,3999,2023-09-12
#110004,20005260036253,SK-S131879,3299,2023-09-13
#110071,20005260036286,SK-S131954,3499,2023-09-14
#109910,20005260036193,SK-S131389,3649,2023-09-12
#110156,20005260036331,SK-S118055,3399,2023-09-15
#110175,20005260036339,SK-S130923,4799,2023-09-15
#110174,20005260036338,"SK-C69816,SK-C69814",1248,2023-09-15
#110112,20005260036310,WP-S118694,6199,2023-09-14
#110131,20005260036318,SK-S132056,4399,2023-09-15
#110168,20005260036336,FS-S125877,3499,2023-09-15
#108313,20005260036340,FS-S124523,2879,2023-08-29
#110162,20005260036334,FS-CK97,3499,2023-09-15
#110059,20005260036329,SK-S120487,1000,2023-09-14
#110043,20005260036328,SK-S122722,3999,2023-09-14
#110003,20005260036252,"FS-S125567,FS-S125901",0,2023-09-13
#110126,20005260036315,SK-S132055,4699,2023-09-14
#109972,20005260036325,FS-S124913,450,2023-09-13
#109941,20005260036202,SK-S131367,5199,2023-09-12
#110044,20005260036327,SK-S115073,3199,2023-09-14
#109634,20005260036293,WP-S120157,1600,2023-09-09
#109874,20005260036165,SK-S131176,5599,2023-09-12
#110144,20005260036320,FS-S123809,0,2023-09-15
#109926,20005260036198,SK-S131400,2499,2023-09-12
#109954,20005260036207,WP-S77330,11899,2023-09-13
