"Order Ref",Tracking,SKU,Total,Date
#114421,20005260038350,MKP-S136213,3700,2023-11-05
#114368,20005260038326,MKP-C69964,1288,2023-11-04
#114546,20005260038393,FS-S126130,0,2023-11-07
#114534,20005260038388,"MKP-C69966,MKP-C69956",0,2023-11-07
#114537,20005260038390,FS-S124107,6599,2023-11-07
#114524,20005260038383,SK-S132565,2499,2023-11-06
#114525,20005260038384,SK-S132164,5999,2023-11-06
#114544,20005260038392,"SK-TS3796,SK-H2159,SK-H2312",4197,2023-11-07
#114556,20005260038395,SK-S131975,2499,2023-11-07
#114564,20005260038400,SK-S130726,4699,2023-11-07
#114483,20005260038370,WP-S78712,11899,2023-11-06
#114557,20005260038396,SK-JK62,0,2023-11-07
#114521,20005260038382,SK-S132901,4999,2023-11-06
#114509,20005260038380,WP-S71840,3779,2023-11-06
#114518,20005260038381,FS-S124494,3149,2023-11-06
#114559,20005260038397,"FS-S126209,FS-S123756",9223,2023-11-07
#114528,20005260038385,SK-FS20,2449,2023-11-06
#114447,20005260038377,WP-S68147,4157,2023-11-05
#114508,20005260038379,FS-S123776,6199,2023-11-06
#114507,20005260038378,SK-S130874,4499,2023-11-06
#114543,20005260038391,SK-S132953,2549,2023-11-07
#114429,20005260038375,FS-S135226,2899,2023-11-05
#114140,20005260038332,MKP-C69982,0,2023-11-01
#114531,20005260038387,SK-S132016,2499,2023-11-07
