"Order Ref",Tracking,SKU,Total,Date
#110474,20005260036513,FS-S124567,3999,2023-09-20
#110432,20005260036491,FS-S125915,3299,2023-09-19
#110476,20005260036514,SK-S132594,5549,2023-09-20
#110459,20005260036504,SK-S122907,3999,2023-09-20
#110463,20005260036506,FS-S124273,2899,2023-09-20
#110437,20005260036495,FS-S127670,1999,2023-09-19
#110466,20005260036508,FS-S124812,3049,2023-09-20
#110483,20005260036519,SK-S116530,0,2023-09-20
#110472,20005260036511,SK-S130475,0,2023-09-20
#109802,20005260036525,FS-S127507,2049,2023-09-11
#110433,20005260036492,MKP-S122297-45,2999,2023-09-19
#110444,20005260036500,SK-S121363,3799,2023-09-19
#110477,20005260036515,FS-S125374,3699,2023-09-20
#110445,20005260036501,SK-S130583,2849,2023-09-19
