"Order Ref",Tracking,SKU,Total,Date
#114106,792454257114633,"WP-S134046,WP-S134197",8520,2023-10-31
#114218,792454257114762,WP-S104953,4299,2023-11-02
#114217,792454257114761,WP-S108821,4499,2023-11-02
#114179,792454257114716,SK-S121097,3599,2023-11-01
#114120,792454257114650,MKP-WL1,1600,2023-11-01
#114190,792454257114732,SK-S114482,0,2023-11-02
#114197,792454257114740,FS-S126050,3859,2023-11-02
#114161,792454257114696,SK-S132841,2499,2023-11-01
#114079,792454257114604,WP-S56191,4049,2023-10-31
#114210,792454257114754,SK-S132314,2499,2023-11-02
