"Order Ref",Tracking,SKU,Total,Date
#104517,20005260033268,SK-S98840,1449,2023-07-21
#104509,20005260033263,SK-S117859,3499,2023-07-21
#104510,20005260033264,SK-S117964,2500,2023-07-21
#104514,20005260033266,SK-S106767,1949,2023-07-21
#104508,20005260033262,SK-S115844,2599,2023-07-21
#104483,20005260033253,WP-S109458,4499,2023-07-21
#104465,20005260033246,WP-S104112,4399,2023-07-20
#104461,20005260033243,WP-S120016,5499,2023-07-20
#104518,20005260033269,SK-S122185,2499,2023-07-21
#104507,20005260033261,SK-KS3717,1149,2023-07-21
#104501,20005260033259,SK-S120642,3499,2023-07-21
#104495,20005260033257,SK-S117030,4399,2023-07-21
#104468,20005260033247,SK-S120653,3499,2023-07-20
#104470,20005260033248,SK-BG69497,2049,2023-07-20
#104484,20005260033254,SK-KS4133,1649,2023-07-21
#104481,20005260033252,SK-S120690,3399,2023-07-21
#104464,20005260033245,SK-S122229,2549,2023-07-20
#104462,20005260033244,SK-S115352,3499,2023-07-20
