"Order Ref",Tracking,SKU,Total,Date
#112964,20005260037733,FS-S124073,5489,2023-10-18
#112816,20005260037655,FS-S125963,3899,2023-10-16
#112925,20005260037716,SK-S133131,2499,2023-10-18
#112681,20005260037605,"SK-S133141,FS-S123805",14488,2023-10-15
#112926,20005260037717,FS-HB349,2249,2023-10-18
#112923,20005260037714,WP-S120208,10989,2023-10-18
#112944,20005260037726,SK-S132980,8989,2023-10-18
#112907,20005260037703,FS-S125431,2899,2023-10-17
#112899,20005260037699,WP-S76391,3815,2023-10-17
#112968,20005260037742,SK-S132895,4289,2023-10-18
#112956,20005260037731,SK-S133083,4089,2023-10-18
#112948,20005260037728,WP-S134255,7789,2023-10-18
#112927,20005260037718,SK-BG69293,4889,2023-10-18
#112965,20005260037740,SK-S130738,3449,2023-10-18
#112960,20005260037732,SK-S132534,2599,2023-10-18
#112930,20005260037721,SK-TP1937,1409,2023-10-18
#112914,20005260037708,SK-CT229,1300,2023-10-17
#112895,20005260037695,SK-S131919,0,2023-10-17
#112898,20005260037698,WP-S68805,3099,2023-10-17
#112933,20005260037723,FS-S135657,1999,2023-10-18
#112953,20005260037729,SK-C68959,0,2023-10-18
#112921,20005260037712,WP-S134250,8189,2023-10-18
#112496,20005260037517,"FS-S126042,SK-S132203",6528,2023-10-13
#112904,20005260037700,SK-S132528,0,2023-10-17
#112894,20005260037694,"SK-SC64646,FS-S127557,FS-S124677",4987,2023-10-17
#112924,20005260037715,FS-S124514,3399,2023-10-18
#112908,20005260037704,SK-S115728,2249,2023-10-17
#111695,20005260037086,SK-S130556,2199,2023-10-02
#112954,20005260037730,SK-S130134,8989,2023-10-18
#112934,20005260037727,FS-S125362,710,2023-10-18
#112918,20005260037710,SK-S132909,4989,2023-10-18
#112827,20005260037661,FS-BP10,3689,2023-10-16
#112890,20005260037689,"SK-S131020,FS-S123909",0,2023-10-17
#112915,20005260037709,"SK-TI273,SK-TI80,SK-TI345,SK-TI349",6192,2023-10-17
#112891,20005260037692,SK-S115187,3999,2023-10-17
#112913,20005260037707,"SK-TI221,SK-TI313,SK-TI342,SK-TI348",7386,2023-10-17
#112920,20005260037711,SK-S114490,8189,2023-10-18
#112928,20005260037719,SK-BG69484,23989,2023-10-18
