"Order Ref",Tracking,SKU,Total,Date
#114503,WR11311352,SB-S-S130503-43,3999,2023-11-06
#114523,WR11322008,SB-S-S130505-42,3999,2023-11-06
#114442,WR11310121,SB-S-S130520-43,3999,2023-11-05
#114490,WR11304322,SF-SH2481,2249,2023-11-06
#114506,WR11311504,SB-S-S130519,3999,2023-11-06
#114411,WR11295400,MKP-S136212,3700,2023-11-04
#114274,WR11351722,FS-S123582,1800,2023-11-03
#114574,WR11333896,FS-S127217,2469,2023-11-07
#114269,WR11307825,MKP-C69964,1288,2023-11-03
#114600,WR11344818,FS-S126401,2849,2023-11-08
