"Order Ref",Tracking,SKU,Total,Date
#100314,20005260031255,SK-S117952,3499,2023-05-08
#100322,20005260031259,SK-S116595,2899,2023-05-08
#100294,20005260031244,WP-S98202,4499,2023-05-08
#99738,20005260031160,WP-S81662,7650,2023-05-01
#100285,20005260031241,SK-S101594,5299,2023-05-08
#100203,20005260031210,SK-C69117,749,2023-05-07
#100249,20005260031226,SK-S101996,1588,2023-05-07
#100245,20005260031225,SK-S113332,2999,2023-05-07
#100206,20005260031211,SK-KS3490,909,2023-05-07
#100273,20005260031238,SK-KS3492,1239,2023-05-08
#100303,20005260031247,WP-S108693,4299,2023-05-08
#100184,20005260031203,SK-S93146,2399,2023-05-06
#100241,20005260031223,"SK-S116977,SK-FS88887",5999,2023-05-07
#100161,20005260031193,WP-J223,2149,2023-05-06
#100309,20005260031250,SK-SN13673,549,2023-05-08
#100233,20005260031219,SK-S113320,0,2023-05-07
#100197,20005260031208,"SK-S116970,SK-S95395,SK-S118044,SK-S109547",8370,2023-05-06
#100292,20005260031243,WP-S98098,12499,2023-05-08
#100196,20005260031207,SK-S115288,3999,2023-05-06
#100136,20005260031183,"SB-TS53-L,SB-TS52-L",1248,2023-05-06
#100252,20005260031228,SK-S102483,1288,2023-05-07
#100262,20005260031235,SK-S106756,1750,2023-05-07
#100323,20005260031260,"SB-TS61-L,SB-TS57-L,SB-TS48-L",2447,2023-05-08
#100231,20005260031218,"SK-S101569,SK-S103447",2326,2023-05-07
#100260,20005260031233,WP-S8845,3746,2023-05-07
#100237,20005260031222,"SK-S116237,SK-S116426",4348,2023-05-07
#100305,20005260031248,SK-S117827,4699,2023-05-08
#100264,20005260031236,"SK-S103638,SK-S95952",6654,2023-05-07
#100220,20005260031216,SK-S117909,3999,2023-05-07
#100312,20005260031254,SK-S116792,2499,2023-05-08
#100234,20005260031220,SK-JK54,2999,2023-05-07
#100181,20005260031201,SK-S115103,3899,2023-05-06
#100255,20005260031230,SK-S113725,3374,2023-05-07
#100208,20005260031212,WP-S100942,4499,2023-05-07
#100287,20005260031242,SK-BT2127,2709,2023-05-08
#100224,20005260031217,SK-S105441,3039,2023-05-07
#100218,20005260031214,SK-S116171,0,2023-05-07
#100251,20005260031227,SK-LB31,3799,2023-05-07
#100235,20005260031221,"SK-S116506,SK-S116178",6278,2023-05-07
#100266,20005260031237,SK-S118024,3449,2023-05-08
#100202,20005260031209,SK-S116210,3199,2023-05-07
#100283,20005260031240,"SK-TP1388,SK-TP1704",936,2023-05-08
#100177,20005260031200,SK-S109835,2478,2023-05-06
