"Order Ref",Tracking,SKU,Total,Date
#112836,20005260037664,FS-S127622,0,2023-10-17
#112880,20005260037680,FS-S134970,2549,2023-10-17
#112846,20005260037669,FS-S125105,3299,2023-10-17
#112798,20005260037647,FS-S134805,3849,2023-10-16
#112811,20005260037652,SK-FS94895,2499,2023-10-16
#112886,20005260037687,WP-S120135,5539,2023-10-17
#112785,20005260037641,SK-S132492,3689,2023-10-16
#112792,20005260037644,FS-S123590,5489,2023-10-16
#112807,20005260037650,WP-S116045,5989,2023-10-16
#112801,20005260037648,SK-S131001,4589,2023-10-16
#112856,20005260037673,FS-S124273,2599,2023-10-17
#112526,20005260037530,SB-S-S130519,3999,2023-10-13
#112840,20005260037665,"SK-TI153,SK-TI158,SK-TI124,SK-T327,SK-TI368,SK-TI359",7256,2023-10-17
#112812,20005260037653,SK-KS2500,1849,2023-10-16
#112783,20005260037640,FS-BP17,4989,2023-10-16
#112797,20005260037646,SK-S102171,1499,2023-10-16
#112728,20005260037618,WP-S116021,3989,2023-10-16
#112734,20005260037622,WP-S94274,10039,2023-10-16
#112623,20005260037578,"SK-S105377,FS-S134847",4588,2023-10-14
#112844,20005260037667,SK-S130763,2699,2023-10-17
#112852,20005260037672,SK-S122281,2499,2023-10-17
#112851,20005260037671,SK-S121880,3489,2023-10-17
#112790,20005260037643,WP-S134230,7489,2023-10-16
#112821,20005260037659,SK-FS87085,2499,2023-10-16
#112818,20005260037656,FS-S124597,2899,2023-10-16
#112862,20005260037674,WP-S134129,8489,2023-10-17
#112729,20005260037619,WP-S9189,3325,2023-10-16
#112819,20005260037657,WP-S134249,7439,2023-10-16
#112814,20005260037654,FS-SL2780,2649,2023-10-16
#112666,20005260037600,MKP-WL190,2449,2023-10-15
#112701,20005260037610,WP-RP76,1449,2023-10-15
#112805,20005260037649,WP-S134240,8089,2023-10-16
#112848,20005260037670,WP-S134280,7889,2023-10-17
#112824,20005260037660,SK-S133106,2549,2023-10-16
#112793,20005260037645,FS-S125140,3699,2023-10-16
#112832,20005260037663,SK-S130673,2549,2023-10-17
#112830,20005260037662,SK-S132676,3789,2023-10-17
#112875,20005260037678,FS-S123884,5289,2023-10-17
#112820,20005260037658,SK-H1767,1179,2023-10-16
