"Order Ref",Tracking,SKU,Total,Date
#101491,20005260031818,SK-S119113,4399,2023-05-22
#101455,20005260031801,SK-S117066,4899,2023-05-20
#101144,20005260031638,SB-TS167-L,6598,2023-05-17
#101432,20005260031787,SK-BL121,6598,2023-05-20
#101476,20005260031810,"SK-BG68277,SG-WL5,SG-WL4",5299,2023-05-21
#101344,20005260031736,SB-TS170-L,6598,2023-05-19
#101497,20005260031821,SK-FS347,1098,2023-05-22
#101311,20005260031722,SB-TS47-L,6598,2023-05-19
#101411,20005260031753,WP-S114027,6598,2023-05-20
#101461,20005260031804,SK-CT100,1499,2023-05-20
#101265,20005260031820,"SK-S117034,SK-S119213",983,2023-05-18
#101179,20005260031652,SB-TS53-L,6598,2023-05-17
#101312,20005260031723,"WP-S115525,SK-S111083,SK-S104025",6598,2023-05-19
#101479,20005260031812,SK-S118261,2449,2023-05-21
#101267,20005260031772,WP-S118460,6598,2023-05-18
#101413,20005260031751,WP-KHU102,6598,2023-05-20
#101504,20005260031823,SK-S118253,5149,2023-05-22
#101143,20005260031639,SB-TS170-L,6598,2023-05-17
#101490,20005260031817,SK-S118972,0,2023-05-22
#101463,20005260031805,SK-S119351,2149,2023-05-21
#101181,20005260031653,SB-TS61-L,6598,2023-05-17
#101263,20005260031773,WP-S116029,6598,2023-05-18
#101449,20005260031798,"WP-S118639,SK-S118310",11298,2023-05-20
#101429,20005260031785,WP-S118637,6598,2023-05-20
#101480,20005260031813,SK-S119141,2499,2023-05-21
#101408,20005260031756,"SB-TS46-S,SB-TS45-S",6598,2023-05-20
#101410,20005260031754,WP-S118693,6598,2023-05-20
#101230,20005260031689,WP-S63433,6598,2023-05-17
#100770,20005260031827,SK-S118231,0,2023-05-13
