"Order Ref",Tracking,SKU,Total,Date
#117168,772708179532,"MKP-C69981,MKP-C69964",1848,2023-11-25
#116272,772708179538,"FS-S135617,FS-S125461,FS-S135315",1761,2023-11-15
#117182,772708179534,FS-S125661,3699,2023-11-25
#117090,772708179511,MKP-SL2557,1049,2023-11-23
#117173,772708179540,WP-S118744,4999,2023-11-25
#117162,772708179529,WP-S134191,8999,2023-11-25
#117130,772708179521,WP-S133976,8999,2023-11-24
#117183,772708179535,MKP-SL2558,1049,2023-11-25
#117154,772708179526,"SK-FS76998,SK-FS86106",1248,2023-11-24
#117161,772708179528,SK-FS99545,0,2023-11-25
#117149,772708179523,SK-H4204,1049,2023-11-24
#117166,772708179531,WP-S134001,8799,2023-11-25
#117152,772708179524,SK-S114506,9199,2023-11-24
#117140,772708179522,"SK-KS3872,SK-KS2488,SK-KS4004",1697,2023-11-24
#116989,772708179476,MKP-S122298-40,2999,2023-11-21
#117116,772708179520,FS-S135003,2549,2023-11-24
#117197,772708179543,SK-CT39,1599,2023-11-25
#117172,772708179539,SK-S132748,4999,2023-11-25
#117155,772708179527,MKP-SL2559,1049,2023-11-24
#117123,772708179516,SK-TS3440,299,2023-11-24
#117186,772708179537,SK-H2351,0,2023-11-25
