"Order Ref",Tracking,SKU,Total,Date
#113460,772708178572,SK-H1370,874,2023-10-24
#113184,772708178487,"SK-FS77104,MKP-WL32,WP-JK137",5328,2023-10-21
#113466,772708178575,"FS-S126072,FS-S123628",10388,2023-10-24
#113251,772708178517,WP-S9110,2657,2023-10-21
#113436,772708178563,FS-S127704,2549,2023-10-23
#113344,772708178547,SK-S132738,2449,2023-10-22
#113424,772708178561,FS-S124384,2099,2023-10-23
#113454,772708178569,FS-S125239,3699,2023-10-24
#113455,772708178570,SK-S130627,3489,2023-10-24
#113506,772708178591,SK-SN15452,1849,2023-10-24
#113489,772708178582,FS-S125339,2899,2023-10-24
#113459,772708178571,FS-S126075,2849,2023-10-24
#113225,772708178577,FS-S123401,2340,2023-10-21
#113481,772708178579,FS-S127287,2649,2023-10-24
#113254,772708178519,WP-S26172,3599,2023-10-21
#113501,772708178589,SK-S120759,0,2023-10-24
#113250,772708178516,WP-S120215,5849,2023-10-21
#113304,772708178533,SK-CT23,1300,2023-10-22
#113336,772708178544,SK-JK53,2499,2023-10-22
#113462,772708178574,FS-S123919,5489,2023-10-24
#113135,772708178464,FS-S127249,2009,2023-10-20
#113399,772708178556,FS-S134871,3599,2023-10-23
#113293,772708178532,WP-S76282,3300,2023-10-22
#113309,772708178536,MKP-WL16,1950,2023-10-22
#113428,772708178562,FS-S127698,2039,2023-10-23
#113407,772708178558,"SK-S132983,SK-S117815",3988,2023-10-23
#113443,772708178566,SK-CT47,2499,2023-10-23
#111777,772708178593,FS-S127777,1552,2023-10-03
#113507,772708178592,SK-S132968,2499,2023-10-24
#113311,772708178578,FS-S135646,2049,2023-10-22
#113442,772708178565,FS-BP51,3589,2023-10-23
#113216,772708178497,SB-S-S130505-41,3999,2023-10-21
#113312,772708178538,"SK-SC64493,SK-SC64461,SK-SC64724,SK-H1625,SK-H1692,SK-H617",3941,2023-10-22
#113492,772708178584,FS-S127198,2549,2023-10-24
