"Order Ref",Tracking,SKU,Total,Date
#113415,20005260037925,MKP-H5-M,1349,2023-10-23
#113478,20005260037946,MKP-WL13,1550,2023-10-24
#113491,20005260037958,MKP-WL183,0,2023-10-24
#113356,20005260037905,MKP-C70003,1449,2023-10-22
#112656,20005260037595,"MKP-SW622,SF-SH2197",0,2023-10-15
#113661,20005260038020,FS-S123835,7999,2023-10-26
#113536,20005260037977,WP-S134168,7939,2023-10-24
#113601,20005260037999,"SK-H1926,SK-H2131,WP-S134356",11787,2023-10-25
#113667,20005260038021,"SK-S117118,SK-S130636",8948,2023-10-26
#113621,20005260038007,FS-S126168,2899,2023-10-25
#113563,20005260037989,WP-S108836,3539,2023-10-25
#113704,20005260038037,WP-S134117,7999,2023-10-26
#113508,20005260037961,MKP-S122298-41,2999,2023-10-24
#113688,20005260038030,FS-S126100,2859,2023-10-26
#113701,20005260038035,FS-S126211,3749,2023-10-26
#113591,20005260037997,FS-S126126,3799,2023-10-25
#113636,20005260038012,FS-S124437,3299,2023-10-25
#113674,20005260038025,FS-S126098,3899,2023-10-26
#113624,20005260038009,"SK-H1541,FS-S127576,FS-S127690",5312,2023-10-25
#113604,20005260038000,WP-S133586,3839,2023-10-25
#113669,20005260038022,SK-S130196,5499,2023-10-26
#113560,20005260037986,WP-S134163,8289,2023-10-25
#113686,20005260038029,FS-S126084,2899,2023-10-26
#113639,20005260038013,WP-S134290,8089,2023-10-25
#113635,20005260038011,"SK-SH1282,SK-CT179",0,2023-10-25
#113691,20005260038032,SK-S132119,0,2023-10-26
#113576,20005260037991,WP-S72808,4092,2023-10-25
#113695,20005260038033,SK-S131927,4199,2023-10-26
#113698,20005260038034,FS-S126225,3549,2023-10-26
#113710,20005260038040,SK-S121842,3999,2023-10-26
#113670,20005260038023,WP-S134363,5999,2023-10-26
#113613,20005260038039,WP-S133967,7589,2023-10-25
#113690,20005260038031,FS-S125647,2849,2023-10-26
