"Order Ref",Tracking,SKU,Total,Date
#105503,20005260033863,SK-S122412,10006.44,2023-08-09
#105111,20005260033617,"MKP-SHO8-S,MKP-SHO7-S,SK-S120795,SK-S118080",10006.44,2023-08-01
#105498,20005260033858,WP-S118541,10006.44,2023-08-08
#105513,20005260033867,SK-S120395,10006.44,2023-08-09
#105491,20005260033853,SK-S119381,10006.44,2023-08-08
#105499,20005260033859,SK-S120831,10006.44,2023-08-09
#105352,20005260033767,MKP-WL16,10006.44,2023-08-06
#105520,20005260033870,"SK-SN15666,SK-SN16094",10006.44,2023-08-09
#105501,20005260033861,SK-S122232,10006.44,2023-08-09
#105494,20005260033855,"SK-S92010,SK-S110626,SK-S105316",10006.44,2023-08-08
#105478,20005260033848,SK-S112724,10006.44,2023-08-08
#105502,20005260033862,SK-S110188,10006.44,2023-08-09
#105500,20005260033860,SK-S116911,10006.44,2023-08-09
#105479,20005260033849,SK-KS3101,10006.44,2023-08-08
#105519,20005260033869,SK-S115800,10006.44,2023-08-09
#105417,20005260033811,"MKP-C70013,WP-S77475",10006.44,2023-08-07
#105440,20005260033825,WP-SL881,10006.44,2023-08-07
#105508,20005260033865,WP-S72750,10006.44,2023-08-09
#105490,20005260033852,SK-S110605,10006.44,2023-08-08
#105472,20005260033845,SK-S115298,10006.44,2023-08-08
#105474,20005260033847,SK-S113009,10006.44,2023-08-08
#105496,20005260033856,SK-S121774,10006.44,2023-08-08
#105328,20005260033759,WP-S83569,10006.44,2023-08-05
#105434,20005260033822,WP-SL859,10006.44,2023-08-07
#105473,20005260033846,WP-SL860,10006.44,2023-08-08
#105505,20005260033864,WP-S20315,10006.44,2023-08-09
#105497,20005260033857,WP-S119822,10006.44,2023-08-08
#105516,20005260033868,SK-S115788,10006.44,2023-08-09
#105488,20005260033851,WP-S116028,10006.44,2023-08-08
