"Order Ref",Tracking,SKU,Total,Date
#103933,20005260032961,SF-SH2468,1749,2023-07-11
#103962,20005260032984,SK-S109748,2623,2023-07-11
#103968,20005260032985,SK-S121621,2649,2023-07-11
#103969,20005260032986,SK-S121383,5199,2023-07-11
#103814,20005260032920,"SB-SHO190-S,WP-S93767",13498,2023-07-09
#103971,20005260032988,"SK-S80109,SK-S92181",2170,2023-07-12
#103972,20005260032989,SK-S116572,5049,2023-07-12
#103955,20005260032979,WP-S109223,4499,2023-07-11
#103986,20005260032993,SK-BG68609,2774,2023-07-12
#103960,20005260032982,SK-S113283,1849,2023-07-11
#103981,20005260032990,SK-S118189,2549,2023-07-12
#103970,20005260032987,SK-S101594,5034,2023-07-12
#103961,20005260032983,SK-S108051,2299,2023-07-11
