"Order Ref",Tracking,SKU,Total,Date
#98976,20005260030645,SK-S116187,3999.00,2023-04-16
#98946,20005260030635,SK-S116445,1699.00,2023-04-15
#99007,20005260030655,WP-S104867,5199.00,2023-04-16
#99011,20005260030656,SK-KS4117,749.00,2023-04-16
#98755,20005260030674,SK-S115441,2199,2023-04-13
#99087,20005260030688,SK-S116604,3899.00,2023-04-17
#98794,20005260030546,SK-S115105,2449,2023-04-13
#98987,20005260030649,"SK-S115402,SK-H1098",2548.00,2023-04-16
#98985,20005260030648,SK-S95864,1199.00,2023-04-16
#98789,20005260030683,SK-S104700,3439,2023-04-13
#99032,20005260030665,WP-S115950,5849.00,2023-04-17
#98957,20005260030671,SK-S114883,4549.00,2023-04-15
#98920,20005260030616,WP-S115910,7999.00,2023-04-15
#98966,20005260030641,WP-S115884,5699.00,2023-04-16
#99109,20005260030697,SK-S106680,1748.00,2023-04-18
#99114,20005260030700,SK-S91696,984.20,2023-04-18
#99088,20005260030689,"SK-S108019,SK-S112342,SK-S107844",2996.00,2023-04-17
#98981,20005260030647,SK-S115047,2249.00,2023-04-16
#98572,20005260030675,"SK-S5844,SK-S106930",6758,2023-04-11
#99054,20005260030672,SK-S115427,1499.00,2023-04-17
#99099,20005260030694,"SK-TP1540,SK-TP2138,SK-TS5017,SK-TP1306",2666.00,2023-04-18
#99124,20005260030703,SK-S114955,3649.00,2023-04-18
#99048,20005260030670,SK-BG68512,1749.00,2023-04-17
#99030,20005260030664,"SK-BG69727,SK-BG68570",2898.00,2023-04-17
#98944,20005260030631,"SK-SN14862,SK-SN15454",1648.00,2023-04-15
#98969,20005260030643,SK-KS3219,1249.00,2023-04-16
#98994,20005260030650,SK-S115340,1199.00,2023-04-16
#99034,20005260030666,SK-S116229,2999.00,2023-04-17
#99034,20005260030666,SK-S116229,2999.00,2023-04-17
#98998,20005260030653,SK-S106697,2249.20,2023-04-16
#99044,20005260030669,SK-KS3721,649.00,2023-04-17
#99105,20005260030696,SK-S116285,3899.00,2023-04-18
#99097,20005260030693,SK-S107965,1099.00,2023-04-17
#99102,20005260030695,SK-S112066,2409.20,2023-04-18
