"Order Ref",Tracking,SKU,Total,Date
#117377,772708179600,WP-S77456,10198,2023-11-28
#117350,772708179587,"WP-S134176,WP-S133548",17198,2023-11-27
#117020,772708179612,WP-S134185,5400,2023-11-22
#115646,772708179662,SK-S100060,1361,2023-11-12
#115412,772708179657,FS-S135683,1361,2023-11-11
#115419,772708179654,SK-S120569,1361,2023-11-11
#115305,772708179655,"SK-H1462,SK-H874,SK-H1517,SK-H1974,SK-H1960,SK-TS6212,SK-H2386",0,2023-11-10
#115534,772708179653,SK-FS99619,1361,2023-11-12
#117347,772708179585,MKP-S122298-40,2999,2023-11-27
#117360,772708179617,"SK-S132908,WP-S119815",11398,2023-11-27
#117405,772708179626,WP-J260,2449,2023-11-28
#115835,772708179651,SK-S121885,1361,2023-11-13
#116181,772708179652,"SK-S122699,SK-S122008,SK-S122829",3333,2023-11-15
#116384,772708179664,SK-S122007,1361,2023-11-16
#115291,772708179663,FS-S125344,1361,2023-11-10
#115588,772708179667,SK-S118197,1361,2023-11-12
#115678,772708179659,FS-S135241,2261,2023-11-12
#116971,772708179611,WP-S117565,0,2023-11-21
#116605,772708179666,SK-S122177,1361,2023-11-17
#117466,772708179645,SK-S133279,0,2023-11-29
#116119,772708179665,SK-FS85996,1361,2023-11-14
#117179,772708179615,WP-S116024,1000,2023-11-25
