"Order Ref",Tracking,SKU,Total,Date
#112841,WR10938291,FS-S134869,3599,2023-10-17
#112853,WR10938760,FS-S127811,2199,2023-10-17
#112751,WR10923510,SK-S121765,3989,2023-10-16
#112685,WR10918773,SK-S116420,3689,2023-10-15
#112727,WR10922277,FS-S135730,2899,2023-10-16
#112872,WR10939641,FS-CK83,2549,2023-10-17
#112575,WR10888906,SB-S-S130512-43,3999,2023-10-14
#112589,WR10890556,SB-S-S130512-40,3999,2023-10-14
#112618,WR10913567,SK-S116836,2249,2023-10-14
#112843,WR10938334,SK-S114979,3999,2023-10-17
#112865,WR10939578,FS-S127866,2049,2023-10-17
#112802,WR10936424,SK-S132240,3489,2023-10-16
#112612,WR10913416,FS-S126013,3449,2023-10-14
#112544,WR10888191,MKP-C70047,1349,2023-10-13
#112617,WR10913547,SK-S132269,3339,2023-10-14
#112774,WR10924555,FS-S125394,2899,2023-10-16
#112684,WR10918720,SK-FS87938,2499,2023-10-15
#112803,WR10936427,FS-S135312,3899,2023-10-16
#112503,WR10925748,"SK-KS3473,SK-KS3759",499,2023-10-13
#112680,WR10918688,MKP-SL2557,2249,2023-10-15
