"Order Ref",Tracking,SKU,Total,Date
#103676,20005260032808,"SK-S120434,SK-S117087",8698,2023-07-06
#103631,20005260032787,"AT-TS32-S,WW-TS19978-S,SB-TS148-S",0,2023-07-05
#103373,20005260032657,SB-TR04-M,1349,2023-06-29
#103323,20005260032629,SB-TR02-L,1349,2023-06-28
#103248,20005260032583,SK-S107112,1748,2023-06-27
#103197,20005260032546,SK-S116678,2799,2023-06-26
#103663,20005260032803,SK-S112704,1750,2023-07-06
#103675,20005260032807,SK-SN16088,0,2023-07-06
#103652,20005260032797,"SK-S105504,SK-S111730",0,2023-07-05
#103640,20005260032790,SK-S108122,1221,2023-07-05
#103664,20005260032804,SK-S108202,1748,2023-07-06
#103644,20005260032793,SK-S110991,2145,2023-07-05
#103641,20005260032791,SK-S116621,3349,2023-07-05
#103662,20005260032802,SK-S102325,1750,2023-07-06
#103667,20005260032805,SK-S117044,4399,2023-07-06
#103679,20005260032809,SK-S109823,2699,2023-07-06
#103668,20005260032806,SK-S116683,2899,2023-07-06
#103643,20005260032792,SK-S119324,4349,2023-07-05
#103658,20005260032800,SK-S109043,2433,2023-07-06
#103653,20005260032798,SK-S120858,4199,2023-07-05
#103638,20005260032789,SK-S121263,0,2023-07-05
