"Order Ref",Tracking,SKU,Total,Date
#110750,20005260036667,MKP-WL5,2250,2023-09-23
#111053,20005260036805,"SK-H1726,SK-H1720",2250,2023-09-26
#111160,20005260036846,SK-S132534,2250,2023-09-27
#111064,20005260036811,SK-S132246,2250,2023-09-26
#111162,20005260036848,SK-S117869,2250,2023-09-27
#111117,20005260036831,FS-S124392,2250,2023-09-27
#110485,20005260036521,FS-S125375,2250,2023-09-20
#110787,20005260036682,MKP-WL16,2250,2023-09-24
#110861,20005260036721,FS-S125404,2250,2023-09-24
#110837,20005260036711,SK-S131152,2250,2023-09-24
#110327,20005260036556,"SK-S132124,FS-S124140,SK-S131620",2250,2023-09-18
#111111,20005260036826,FS-S124053,2250,2023-09-27
#111110,20005260036825,FS-S127323,2250,2023-09-27
#110545,20005260036555,FS-S127829,2250,2023-09-21
#110596,20005260036586,SK-S132672,2250,2023-09-22
#110901,20005260036740,FS-S124865,2250,2023-09-25
#111104,20005260036820,SK-S132966,2250,2023-09-27
#110832,20005260036709,SK-S131758,2250,2023-09-24
#111067,20005260036814,WP-S17751,2250,2023-09-26
#111066,20005260036813,FS-S124320,2250,2023-09-26
#111119,20005260036832,MKP-C70028,2250,2023-09-27
#111115,20005260036829,FS-S124449,2250,2023-09-27
#111109,20005260036824,FS-S127294,2250,2023-09-27
#110518,20005260036540,FS-S125960,2250,2023-09-21
#111122,20005260036834,FS-S127597,2250,2023-09-27
#111142,20005260036837,FS-S125735,2250,2023-09-27
#111154,20005260036843,"FS-CK15,FS-CK4",2250,2023-09-27
#111155,20005260036844,SK-H819,2250,2023-09-27
#111134,20005260036836,SK-S131243,2250,2023-09-27
#111144,20005260036838,FS-S127755,2250,2023-09-27
#111062,20005260036810,SK-S132161,2250,2023-09-26
#111146,20005260036839,SK-S131807,2250,2023-09-27
#111164,20005260036849,"SK-CT179,SK-CT139",2250,2023-09-27
#110658,20005260036613,FS-S125834,2250,2023-09-23
#111147,20005260036840,SK-S132574,2250,2023-09-27
#110814,20005260036695,"SK-TP1113,SK-TS4695,SK-TS5967",2250,2023-09-24
#111169,20005260036852,FS-S123430,2250,2023-09-27
#110311,20005260036414,SK-S130880,2250,2023-09-18
#110776,20005260036679,"SK-H1559,FS-HB401",2250,2023-09-24
