"Order Ref",Tracking,SKU,Total,Date
#101581,20005260031849,SB-SL2474,2249,2023-05-24
#101608,20005260031862,"SK-S95472,SK-S66066,SK-S95836,SK-S66671,SK-S88340",4395,2023-05-24
#101602,20005260031859,SK-S89461,1099,2023-05-24
#101605,20005260031860,SB-TS171-L,0,2023-05-24
#101595,20005260031855,SK-S110669,2499,2023-05-24
#101445,20005260031796,SB-TS139-L,2749,2023-05-20
#101607,20005260031861,"SK-TP401,SK-TP978",936,2023-05-24
#101590,20005260031852,SK-S110636,1471,2023-05-24
#101576,20005260031847,SK-KS2518,1849,2023-05-24
#101551,20005260031837,SB-SL2481,2249,2023-05-23
#101508,20005260031825,SG-WL2,2100,2023-05-22
#101555,20005260031838,SK-S103223,2749,2023-05-23
#101584,20005260031850,"SB-SL2473,SB-SL2475",3998,2023-05-24
#100996,20005260031562,RM-SHO10-L,699,2023-05-15
#101600,20005260031858,SK-S91694,1077,2023-05-24
#101598,20005260031857,SK-S65994,1199,2023-05-24
#101580,20005260031848,SB-SL2482,2249,2023-05-24
#101573,20005260031845,SK-S96083,1049,2023-05-24
#101572,20005260031844,SK-S119248,2149,2023-05-24
#101594,20005260031854,SK-KS2492,1449,2023-05-24
