"Order Ref",Tracking,SKU,Total,Date
#108147,WR9686514,SK-CT298,1300,2023-08-27
#108210,WR9687902,"FS-S124358,FS-S124489",656,2023-08-28
#108154,WR9686562,"SK-KS3988,FS-S123746",7248,2023-08-27
#108214,WR9688512,SK-S130329,7999,2023-08-28
#108132,WR9685179,SK-S130277,9999,2023-08-27
#108198,WR9687663,SK-S119354,2249,2023-08-28
#108163,WR9687081,SK-S115726,2249,2023-08-27
#108237,WR9689355,SK-S130175,7899,2023-08-28
#108138,WR9686365,FS-S127303,2049,2023-08-27
#108129,WR9685040,MKP-S122299-40,2999,2023-08-27
#108042,WR9657403,"FS-CK112,FS-CK91",7998,2023-08-26
#108034,WR9656633,FS-CK121,4599,2023-08-26
#108217,WR9688555,FS-S124441,3299,2023-08-28
#108052,WR9676425,FS-S124243,3299,2023-08-26
#108115,WR9679043,SK-S122082,4699,2023-08-27
#107745,WR9612897,"MKP-WL9,FS-SL2784",3949,2023-08-23
#108114,WR9679038,FS-S124280,3219,2023-08-27
#107798,WR9615391,MKP-WL16,1950,2023-08-24
