"Order Ref",Tracking,SKU,Total,Date
#104085,20005260033041,SK-S119060,4299,2023-07-14
#104096,20005260033045,SK-TS5105,859,2023-07-14
#104086,20005260033042,SK-S107022,1949,2023-07-14
#104050,20005260033026,WP-S94700,5149,2023-07-13
#104082,20005260033040,WP-S118400,6299,2023-07-14
#103950,20005260033050,SK-S113091,100,2023-07-11
#104053,20005260033028,WP-S116036,5499,2023-07-13
#104042,20005260033021,WP-S109179,4999,2023-07-13
#104077,20005260033038,SB-SL2502,1849,2023-07-14
#103998,20005260033000,WP-S118815,9249,2023-07-12
#104066,20005260033033,WP-S115880,5199,2023-07-14
#104088,20005260033043,WP-S118427,5099,2023-07-14
#104059,20005260033030,SK-KS3466,749,2023-07-14
#104068,20005260033034,SK-S121553,4499,2023-07-14
#104075,20005260033037,SK-S114885,3399,2023-07-14
#104052,20005260033027,SK-S107336,2199,2023-07-13
#104036,20005260033019,SK-S119389,5299,2023-07-13
#104065,20005260033032,SK-S121714,4599,2023-07-14
#104048,20005260033024,SB-SL2480,2249,2023-07-13
#104071,20005260033035,"SK-JK100,SK-S110621",5826,2023-07-14
#104078,20005260033039,SK-S116594,4549,2023-07-14
#104060,20005260033031,SK-C69394,649,2023-07-14
#104033,20005260033018,SK-S113476,2145.76,2023-07-13
#104047,20005260033023,SK-S111736,2374,2023-07-13
