"Order Ref",Tracking,SKU,Total,Date
#107628,20005260035029,MKP-TS171-L,1029.03,2023-08-22
#107722,20005260035090,WP-S19979,1102,2023-08-23
#107689,20005260035078,WP-S10341,0,2023-08-23
#107578,20005260035091,SK-S118130,1205,2023-08-21
#107682,20005260035073,WP-S115531,5999,2023-08-23
#107739,20005260035097,SK-S130137,6299,2023-08-23
#107695,20005260035079,"WP-S117760,WP-S120246",13277,2023-08-23
#107624,20005260035129,SK-S107899,0,2023-08-22
#107760,20005260035106,SK-S130289,8099,2023-08-23
#107776,20005260035112,SK-S121634,760,2023-08-24
#107738,20005260035096,SK-S130301,6499,2023-08-23
#106783,20005260034619,SK-S118237,2947,2023-08-14
#107754,20005260035102,SK-KS2503,1749,2023-08-23
#107694,20005260035130,"SK-S113028,SK-S104649",0,2023-08-23
#107791,20005260035117,SK-S130311,8499,2023-08-24
#107763,20005260035108,"SK-S70749,SK-S97064",4446,2023-08-23
