"Order Ref",Tracking,SKU,Total,Date
#102683,20005260032318,"SF-SH3076,SF-SH3044,SF-SH3051",2797,2023-06-17
#102800,20005260032368,SF-SH2984,1149,2023-06-19
#102799,20005260032367,WP-S78831,13999,2023-06-18
#102740,20005260032339,SB-TR04-M,1349,2023-06-17
#102889,20005260032399,SK-S109768,2300,2023-06-20
#102765,20005260032345,"SK-TP303,SK-TP391,SK-BG67700,SK-SN12364,RM-SHO10-S,SK-BG67994",2733,2023-06-18
#102786,20005260032360,SB-TS53-S,1249,2023-06-18
#102891,20005260032401,SK-S105765,2149,2023-06-20
#102853,20005260032386,"SK-S117134,SK-S118337,SK-S116713",6097,2023-06-19
#102890,20005260032400,SK-SL192,773,2023-06-20
#102612,20005260032295,"SB-TS53-L,SB-TS65-L,SB-TR04-M",6248,2023-06-16
#102894,20005260032403,SK-S107867,1599,2023-06-20
#102859,20005260032388,SK-S113496,1288,2023-06-20
#102881,20005260032396,SK-S119126,3999,2023-06-20
#102882,20005260032397,SK-S116324,3599,2023-06-20
#102850,20005260032385,SK-KS3859,939,2023-06-19
#102847,20005260032384,SK-S116562,2949,2023-06-19
#102833,20005260032377,SK-S116593,3599,2023-06-19
#102877,20005260032394,SK-S31351,1049,2023-06-20
#102763,20005260032344,SK-KS2607,1249,2023-06-18
#102873,20005260032392,SK-S114319,3499,2023-06-20
#102803,20005260032369,SK-S120872,5499,2023-06-19
#102858,20005260032387,SK-S118019,4649,2023-06-19
#102869,20005260032391,SK-S106488,1648,2023-06-20
#102875,20005260032393,SK-S118017,5099,2023-06-20
#102864,20005260032390,SK-S111363,2145,2023-06-20
#102863,20005260032389,SK-KS2606,1299,2023-06-20
#102879,20005260032395,SK-S119356,5099,2023-06-20
