"Order Ref",Tracking,SKU,Total,Date
#113558,792454257113994,"SK-CT176,SF-SH2662,SF-SH1908,SF-SH1915",3336,2023-10-25
#113658,792454257114118,WP-S120127,6749,2023-10-26
#113585,792454257114027,WP-S134140,7599,2023-10-25
#113619,792454257114068,FS-S135231,0,2023-10-25
#113617,792454257114066,FS-S124688,0,2023-10-25
#113614,792454257114063,FS-S126143,3649,2023-10-25
#113659,792454257114119,"SK-S133076,FS-HB366",4548,2023-10-26
#113663,792454257114124,SK-S132054,4399,2023-10-26
#113662,792454257114123,FS-S126182,2849,2023-10-26
#113641,792454257114097,FS-S126117,2849,2023-10-25
