"Order Ref",Tracking,SKU,Total,Date
#109182,792454257108347,SK-S121842,500,2023-09-05
#109391,792454257108584,SK-S130857,5999,2023-09-07
#109382,792454257108571,FS-S125655,2599,2023-09-07
#109429,792454257108633,SK-S121404,3999,2023-09-07
#109394,792454257108587,FS-S125588,3499,2023-09-07
#109293,792454257108475,WP-S81675,0,2023-09-06
#108346,792454257107365,FS-S123703,2499,2023-08-29
#109405,792454257108604,"FS-S125575,MKP-WL22",20,2023-09-07
#109407,792454257108607,SF-TS2168,2499,2023-09-07
#109230,792454257108402,"WP-S79076,WP-S78663",23798,2023-09-06
#109448,792454257108653,FS-S125664,0,2023-09-07
#109220,792454257108390,"SF-SH3014,SF-SH3024,SF-SH3057",4397,2023-09-06
#109373,792454257108562,FS-S127877,2499,2023-09-07
#109316,792454257108501,WP-S68789,4147,2023-09-06
#109419,792454257108620,FS-S125544,3699,2023-09-07
#109417,792454257108618,SK-JK94,3249,2023-09-07
#109512,792454257108723,FS-S124817,2899,2023-09-08
