"Order Ref",Tracking,SKU,Total,Date
#107644,792454257106488,"SK-S130219,SK-S130420",8499,2023-08-22
#107729,792454257106594,SK-S130370,3999,2023-08-23
#107723,792454257106587,WP-S64558,1832,2023-08-23
#107410,792454257106217,WP-S71473,1304,2023-08-19
#107579,792454257106416,FS-CK46,2449,2023-08-21
#107663,792454257106513,WP-S76341,4319,2023-08-22
#107481,792454257106298,WP-S79095,0.1499999999996362,2023-08-20
#107512,792454257106346,WP-S118404,3402,2023-08-20
#107698,792454257106557,"SK-S121553,SK-CT205",5748,2023-08-23
#107666,792454257106516,SK-FS441,1649,2023-08-22
#107582,792454257106419,FS-S124103,2540,2023-08-21
