"Order Ref",Tracking,SKU,Total,Date
#104028,WR8654070,WP-S73208,9749,2023-07-13
#104186,WR8723577,SK-S120656,5099,2023-07-16
#104193,WR8724164,SK-S60360,1477,2023-07-16
#104094,WR8678597,SK-S119055,4199,2023-07-14
#104194,WR8724183,SK-S113504,2879,2023-07-16
#104185,WR8723485,SK-S121716,3999,2023-07-16
#104131,WR8689416,SK-S98703,2500,2023-07-15
#104215,WR8725946,SK-S110767,1101,2023-07-16
#104188,WR8723687,SK-S120450,3499,2023-07-16
#104214,WR8725658,SK-S92962,2500,2023-07-16
#104089,WR8678491,"SK-S112321,SK-S122003",6698,2023-07-14
