"Order Ref",Tracking,SKU,Total,Date
#99040,79245425794847,SK-S115121,5599.20,2023-04-17
#98860,79245425794524,SK-S113562,3084,2023-04-14
#98903,79245425794579,SK-S86464,1749,2023-04-15
#98897,79245425794572,"WP-S71911,SK-S113627",8443,2023-04-15
#98926,79245425794692,SK-S82908,1209.20,2023-04-15
#98887,79245425794558,WP-S116103,5499,2023-04-15
#98879,79245425794548,SK-S105698,2249,2023-04-14
#98809,79245425794460,WP-S100913,4499,2023-04-14
#98814,79245425794466,WP-S114028,6999,2023-04-14
#99004,79245425794788,SK-BG68573,1749.00,2023-04-16
#98868,79245425794533,SK-S30743,1749,2023-04-14
#99031,79245425794828,SK-KS3869,649.00,2023-04-17
#98871,79245425794538,SK-S114745,2249,2023-04-14
#99002,79245425794786,SK-BG68738,1749.00,2023-04-16
