"Order Ref",Tracking,SKU,Total,Date
#103694,20005260032817,SK-S86235,1090,2023-07-06
#103697,20005260032818,SK-S91713,2499,2023-07-06
#103650,20005260032794,"WP-S118663,SK-S118051",10398,2023-07-05
#103704,20005260032822,SK-S112109,1599,2023-07-06
#103729,20005260032833,SK-S121345,2649,2023-07-07
#103705,20005260032823,SK-S106706,1599,2023-07-06
#103745,20005260032844,SK-S100159,2624,2023-07-07
#103701,20005260032820,SK-S117147,4399,2023-07-06
#103746,20005260032845,SK-S120415,5399,2023-07-07
#103709,20005260032824,SK-S111794,2478,2023-07-06
#103682,20005260032811,SK-S121516,2499,2023-07-06
#103702,20005260032821,SK-FS311,2050,2023-07-06
#103727,20005260032832,SK-KS3767,1249,2023-07-07
#103731,20005260032835,SK-S120613,5549,2023-07-07
#103737,20005260032839,SK-S73919,1049,2023-07-07
#103699,20005260032819,SK-S121616,4299,2023-07-06
#103693,20005260032816,SK-S121536,2699,2023-07-06
#103712,20005260032826,SK-S108043,1648,2023-07-06
#103732,20005260032836,WP-S109215,4599,2023-07-07
#103734,20005260032837,SK-S113561,2199,2023-07-07
#103713,20005260032827,SK-H1237,1149,2023-07-07
#103687,20005260032813,WP-S115531,5999,2023-07-06
#103738,20005260032840,"WP-S98248,WP-S115560",13228,2023-07-07
#103711,20005260032825,"SK-S8725,SK-S116925",4253,2023-07-06
#103730,20005260032834,SK-S107647,2649,2023-07-07
#103680,20005260032810,WP-J96,2699,2023-07-06
#103716,20005260032828,SK-S120619,0,2023-07-07
#103690,20005260032814,wp-S60407,4010,2023-07-06
#103747,20005260032846,"SK-S89096,WP-S115889,SK-S121546",11034,2023-07-07
#103740,20005260032841,"WP-S108725,SK-S114562,WP-S117735",27914,2023-07-07
#103651,20005260032795,SK-S121631,2499,2023-07-05
