"Order Ref",Tracking,SKU,Total,Date
#113766,WR11119240,FS-S126207,3599,2023-10-27
#113733,WR11116992,SK-S130393,5999,2023-10-26
#113720,WR11116793,FS-S127856,2599,2023-10-26
#113724,WR11116826,FS-S126217,3799,2023-10-26
#113738,WR11117304,FS-S127436,2049,2023-10-26
#113705,WR11106556,SK-S120828,3499,2023-10-26
#113723,WR11116823,FS-S124050,6599,2023-10-26
#113479,WR11104772,FS-S125655,400,2023-10-24
#113747,WR11117842,SK-S132578,2549,2023-10-27
#113706,WR11106563,"SK-S118331,SK-S121938",7498,2023-10-26
#113517,WR11062008,MKP-TS53-S,1249,2023-10-24
#113671,WR11101002,SK-S117065,4399,2023-10-26
