"Order Ref",Tracking,SKU,Total,Date
#116749,WR11643999,"FS-KLS92,FS-S125479",3960,2023-11-18
#116704,WR11610090,"FS-S127901,FS-S127923,FS-S127812",6647,2023-11-18
#116651,WR11607259,FS-S126192,1361,2023-11-18
#116735,WR11643719,SK-S130524,1361,2023-11-18
#116641,WR11606508,"SK-BT2018,SK-BT1977,SK-BT1998,SK-BT1968",694,2023-11-17
#116643,WR11606541,"SK-H2369,SK-H2427",1272,2023-11-17
#116697,WR11610010,"SK-H3551,SK-H1578",1272,2023-11-18
#116644,WR11606551,SK-S120958,1361,2023-11-17
#116668,WR11607619,SK-JK-FS748,1361,2023-11-18
#116653,WR11607283,SK-S132770,4599,2023-11-18
