"Order Ref",Tracking,SKU,Total,Date
#109811,20005260036127,SK-S130769,4399,2023-09-11
#109834,20005260036136,FS-S125659,3299,2023-09-11
#109836,20005260036135,FS-S125864,3399,2023-09-11
#109796,20005260036119,FS-S127691,2549,2023-09-11
#109797,20005260036120,FS-S124984,2549,2023-09-11
#109832,20005260036137,FS-S124245,3299,2023-09-11
#109794,20005260036118,MKP-S122298-42,2999,2023-09-11
#109788,20005260036117,SK-S118022,2649,2023-09-11
#109780,20005260036113,SK-S121415,2249,2023-09-11
#109348,20005260035901,FS-S125756,3599,2023-09-07
#108280,20005260035346,SK-KS3387,1039,2023-08-28
#109784,20005260036114,"SK-SC64577,SK-SC60867",618,2023-09-11
#109727,20005260036096,"FS-S124505,FS-S127537",4858,2023-09-10
#109731,20005260036098,FS-S127776,2649,2023-09-10
#109687,20005260036078,"SK-S130971,FS-S125463",6883,2023-09-10
#109674,20005260036071,FS-S125329,3699,2023-09-10
#109682,20005260036076,FS-SL2956,3999,2023-09-10
#109768,20005260036107,FS-CK68,2499,2023-09-11
#109725,20005260036095,FS-S125618,3299,2023-09-10
#109648,20005260036057,"FS-S124127,FS-S125114",0,2023-09-09
#109696,20005260036084,FS-S123634,7099,2023-09-10
#109421,20005260035943,FS-S125741,3599,2023-09-07
#109752,20005260036101,SK-S130149,11499,2023-09-10
#109712,20005260036088,SK-S121246,3999,2023-09-10
#108097,20005260035271,SK-S109113,2149,2023-08-27
#109718,20005260036090,FS-S124090,5599,2023-09-10
#109679,20005260036075,FS-S125110,3599,2023-09-10
#108181,20005260035308,FS-S127596,2039,2023-08-28
#109661,20005260036062,FS-S125634,4249,2023-09-09
#109689,20005260036080,FS-S124338,3299,2023-09-10
#109720,20005260036092,FS-S127813,3599,2023-09-10
#109676,20005260036073,FS-S125604,3499,2023-09-10
#109677,20005260036074,FS-S123991,6899,2023-09-10
#109662,20005260036063,FS-S125073,3299,2023-09-09
#109128,20005260035809,FS-S127576,2549,2023-09-05
#109691,20005260036082,FS-S125034,3499,2023-09-10
#109667,20005260036066,SK-S122564,3999,2023-09-09
#109675,20005260036072,SK-S130631,5999,2023-09-10
#109654,20005260036061,FS-S124726,3049,2023-09-09
#109642,20005260036053,SK-S130739,4299,2023-09-09
#109617,20005260036035,"FS-S124949,FS-S125836,FS-S125211",11797,2023-09-09
#109435,20005260035949,FS-S124925,3299,2023-09-07
#109671,20005260036068,SK-C69778,749,2023-09-10
