"Order Ref",Tracking,SKU,Total,Date
#100544,KI761762194,WP-S118445,6249,2023-05-11
#100622,KI761769067,SK-S107448,1439,2023-05-12
#100536,KI761761002,"WP-S104929,SK-S113409",9698,2023-05-11
#100519,KI761758827,WP-S115540,4499,2023-05-11
#100626,KI761769122,SK-S117819,2467,2023-05-12
#100603,KI761766727,SK-S115606,1329,2023-05-12
#100552,KI761766218,"SK-KS1874,SK-KS755,SK-KS761",1557,2023-05-11
#100597,KI761766594,SK-S109036,0,2023-05-12
#100631,KI761769213,SK-S116962,2379,2023-05-12
#100611,KI761767487,"SK-KS3899,SK-KS2169,SK-S96171,SK-S115617",6526,2023-05-12
#100547,KI761762294,WP-S118430,5199,2023-05-11
#100564,KI761765643,"SK-C68830,SK-KD184",1833,2023-05-12
#100595,KI761766536,SK-S116732,1989,2023-05-12
#100537,KI761761092,WP-S118426,5000,2023-05-11
#100492,KI761757906,WP-S118439,5499,2023-05-10
#100619,KI761767917,SK-S74515,2350,2023-05-12
#100186,KI761717540,SK-S113674,2249,2023-05-06
#100565,KI761765687,"SK-S117970,SK-S101761",7018,2023-05-12
#100396,KI761737184,"SB-TR02-L,SB-TR04-M",2448,2023-05-09
#100607,KI761767402,SK-S25895,872,2023-05-12
#100607,KI761767402,SK-S25895,872,2023-05-12
#99764,KI761659102,SK-H229,816,2023-05-01
