"Order Ref",Tracking,SKU,Total,Date
#117674,20005260040236,SK-S133302,4499,2023-12-01
#117650,20005260040223,SK-JK442,5445,2023-12-01
#117648,20005260040221,"SK-FS447,SK-FS449",1248,2023-12-01
#117695,20005260040251,WP-S133582,5099,2023-12-02
#117631,20005260040206,SK-S136500,0,2023-12-01
#117701,20005260040254,FS-S125302,3299,2023-12-02
#117472,20005260040100,MKP-C69964,799,2023-11-29
#117652,20005260040225,"SK-H1848,SK-H1002",2148,2023-12-01
#117681,20005260040242,SK-S115744,2249,2023-12-01
#117653,20005260040226,SK-H1254,999,2023-12-01
#117560,20005260040163,FS-S125394,2899,2023-11-30
#117683,20005260040243,SK-S133220,2499,2023-12-01
#117692,20005260040250,SK-S133317,4599,2023-12-01
#117685,20005260040245,WP-S134040,8499,2023-12-01
#117496,20005260040120,"MKP-C69981,MKP-C69987,MKP-SL2554",0,2023-11-29
#117667,20005260040232,SK-S133316,2299,2023-12-01
#117644,20005260040214,SK-H1480,1549.5,2023-12-01
#117649,20005260040222,WP-S104929,5299,2023-12-01
#117672,20005260040234,SK-S133305,3599.1,2023-12-01
#117691,20005260040249,SK-S132055,4699,2023-12-01
#117688,20005260040247,SK-S133301,2499,2023-12-01
#117677,20005260040238,SK-S133277,4999,2023-12-01
#117687,20005260040246,WP-S68063,7829,2023-12-01
#117642,20005260040217,"SK-S130497,SK-S133183,SK-S131920",12657,2023-12-01
#117713,20005260040261,FS-S127286,1749,2023-12-02
#117698,20005260040252,SK-H4878,1049,2023-12-02
#117690,20005260040248,SK-SN15570,949,2023-12-01
#117678,20005260040239,SK-SN14283,949,2023-12-01
#117708,20005260040258,SK-H5126,1049,2023-12-02
#117705,20005260040256,FS-S127859,2049,2023-12-02
