"Order Ref",Tracking,SKU,Total,Date
#104784,20005260033402,"SK-S105683,SK-S105877,SK-S100256",4222,2023-07-26
#104810,20005260033418,"SK-S92131,SK-S100288",2949,2023-07-26
#104733,20005260033410,"SK-S112833,SK-S115457,SK-S120473",7950,2023-07-24
#104799,20005260033409,SK-S121362,2549,2023-07-26
#104770,20005260033399,"SK-S118238,SK-FS465",3398,2023-07-25
#104791,20005260033404,SK-S115845,4549,2023-07-26
#104781,20005260033401,SK-S116721,1749,2023-07-26
#104771,20005260033400,SK-S121123,4749,2023-07-25
#104792,20005260033405,"SK-S30867,SK-S75576",2487,2023-07-26
#104796,20005260033408,SK-S109249,2409,2023-07-26
#104820,20005260033420,SK-S98634,1500,2023-07-26
#104805,20005260033412,"SK-S107954,SK-S107931",3198,2023-07-26
#104489,20005260033416,SK-S17773,0,2023-07-21
#104797,20005260033406,WP-S118790,5299,2023-07-26
#104812,20005260033419,SK-S69114,467,2023-07-26
#104761,20005260033395,WP-S118413,1250,2023-07-25
