"Order Ref",Tracking,SKU,Total,Date
#119836,20005260041761,SK-KS6114,1499,2023-12-21
#119879,20005260041784,SK-S119197,1462,2023-12-21
#119888,20005260041790,FS-S135253,3499,2023-12-21
#119910,20005260041801,SK-H3630,1200,2023-12-22
#119895,20005260041794,SK-S130839,1462,2023-12-21
#119890,20005260041791,SK-S133250,4199,2023-12-21
#119907,20005260041798,SK-S131160,1462,2023-12-22
#119877,20005260041783,SK-FS87142,1462,2023-12-21
#119937,20005260041816,SK-S130158,4000,2023-12-22
#119900,20005260041803,SK-FS88858,1462,2023-12-21
#119934,20005260041815,SK-S132919,1462,2023-12-22
