"Order Ref",Tracking,SKU,Total,Date
#103144,WR8313264,"SK-FS732,SK-FS99579",3398,2023-06-25
#103166,WR8316850,SK-S119285,4299,2023-06-25
#103109,WR8260137,WP-S118789,5849,2023-06-24
#103140,WR8313155,SK-S120826,4259,2023-06-24
#103080,WR8258229,WP-S94399,6499,2023-06-23
#103183,WR8319689,"SK-TP1489,SK-TP410,SK-TP161",1171,2023-06-25
#103123,WR8271152,"WP-S115566,WP-S115536",10098,2023-06-24
#103189,WR8319849,SK-S117805,3799,2023-06-26
#103224,WR8327524,"SK-TP2014,SK-TS6188,SK-TP1985,SK-TP1793",1434,2023-06-26
#103172,WR8317263,SK-S115821,3999,2023-06-25
