"Order Ref",Tracking,SKU,Total,Date
#120030,20005260041883,"SK-H4532,SK-H4880,WP-J270",3897,2023-12-24
#120055,20005260041898,"SK-KS4121,FS-SN16562",2698,2023-12-25
#117655,20005260041960,FS-S126333,3699,2023-12-01
#120061,20005260041903,"SK-H4596,SK-H2407,SK-H5998",2797,2023-12-25
#118926,20005260041954,SK-S132201,1462,2023-12-12
#120104,20005260041938,WP-S118425,5499,2023-12-26
#120095,20005260041921,WP-S83337,4299,2023-12-26
#120108,20005260041945,WP-S134082,11999,2023-12-27
#119935,20005260041963,WP-S75327,2209,2023-12-22
#120106,20005260041940,"SK-H3862,SK-H5711",2198,2023-12-26
#120022,20005260041877,WP-S136875,5999,2023-12-24
#120115,20005260041948,WP-S136828,2899,2023-12-27
#119063,20005260041955,SK-S132392,1462,2023-12-13
#120122,20005260041970,"SK-M7,SK-M13,SK-C69930,SK-B118",1496,2023-12-27
#119153,20005260041957,"SK-H5290,SK-H4116",1462,2023-12-13
#119946,20005260041968,WP-S118862,5849,2023-12-22
#120056,20005260041899,SK-S114561,7199,2023-12-25
#120065,20005260041907,SK-H4876,1049,2023-12-26
#120046,20005260041892,FS-S126076,3749,2023-12-25
#120082,20005260041914,SK-S136540,0,2023-12-26
#120054,20005260041897,SK-H3667,1049,2023-12-25
#120023,20005260041878,SK-FS94734,749,2023-12-24
#120051,20005260041895,SK-S132818,2399,2023-12-25
#120053,20005260041896,SK-S132192,3799,2023-12-25
#120120,20005260041966,"SK-H5724,SK-H5669",1648,2023-12-27
#120059,20005260041901,"SK-H4980,SK-H4902",1848,2023-12-25
#120093,20005260041920,SK-S133232,2499,2023-12-26
#120044,20005260041890,SK-S136511,4899,2023-12-25
#120069,20005260041909,SK-S136562,4899,2023-12-26
#120081,20005260041913,"SK-KS6222,SK-KS6265,SK-KS6065",4997,2023-12-26
#120068,20005260041908,SK-S131222,2849,2023-12-26
#119978,20005260041932,SK-S133392,95,2023-12-23
#119789,20005260041925,SK-S121578,250,2023-12-20
#119791,20005260041926,FS-S123989,2600,2023-12-20
#120101,20005260041935,"SK-TS3280,SK-TS3307",4998,2023-12-26
#120098,20005260041923,FS-S135762,2499,2023-12-26
