"Order Ref",Tracking,SKU,Total,Date
#104636,WR8854323,SK-S118281,3499,2023-07-23
#104555,WR8824426,SK-S122144,3399,2023-07-22
#104619,WR8853608,SK-S119138,2499,2023-07-23
#104625,WR8853945,SK-S101814,1174.5,2023-07-23
#104597,WR8848034,SK-S111259,2258,2023-07-22
#104613,WR8853333,SK-S121770,2449,2023-07-23
#104560,WR8824623,SK-S105741,1699.5,2023-07-22
#104506,WR8812693,SK-S122179,3499,2023-07-21
#104503,WR8812202,SK-S107191,1899,2023-07-21
#104703,WR8857327,SK-S121643,2599,2023-07-24
#104523,WR8822714,SK-S116923,3799,2023-07-21
#104500,WR8812033,SK-S118160,2149,2023-07-21
