"Order Ref",Tracking,SKU,Total,Date
#102397,79245425799612,WP-S118546,5499,2023-06-13
#102353,79245425799559,WP-S68049,4461,2023-06-13
#102088,79245425799054,WP-S118481,0,2023-06-06
#102369,79245425799576,SK-S120634,2599,2023-06-13
#102374,79245425799581,"SK-S116568,SK-S110670",5472,2023-06-13
#101949,79245425798786,SK-S107676,2290,2023-06-02
#102392,79245425799605,SK-S119237,3399,2023-06-13
#102379,79245425799588,SK-S118026,722,2023-06-13
#102371,79245425799578,SK-S117879,3899,2023-06-13
#102257,79245425799422,"SK-S120618,SK-S120389",2290,2023-06-11
#102351,79245425799557,SK-S120714,3799,2023-06-13
#102295,79245425799472,SK-S109094,2499,2023-06-12
