"Order Ref",Tracking,SKU,Total,Date
#119999,20005260041863,SK-S136496,4699,2023-12-23
#120013,20005260041871,SK-H3583,1049,2023-12-24
#120027,20005260041881,FS-S125445,2849,2023-12-24
#120036,20005260041886,"SK-S136605,SK-S133442",250,2023-12-25
#120016,20005260041873,WP-S136887,9349,2023-12-24
#119995,20005260041860,FS-S135059,2889,2023-12-23
#119996,20005260041861,WP-S136871,2699,2023-12-23
#119400,20005260041853,SK-S132637,0,2023-12-15
#120025,20005260041879,SK-TS20272,2659,2023-12-24
#119990,20005260041857,SK-SN16070,949,2023-12-23
#119951,20005260041828,WP-S118766,6199,2023-12-22
#119948,20005260041827,WP-S115887,4999,2023-12-22
#120006,20005260041866,SK-S133322,4249,2023-12-24
#119998,20005260041862,WP-S136684,5499,2023-12-23
#119822,20005260041751,SK-S132786,1462,2023-12-20
#119980,20005260041847,FS-KLS21,2149,2023-12-23
#119941,20005260041854,WP-S118527,5999,2023-12-22
#119979,20005260041846,SK-S133320,2449,2023-12-23
#120032,20005260041884,SK-S118921,4699,2023-12-25
#120034,20005260041885,SK-TI407,949,2023-12-25
#120063,20005260041905,WP-S136870,0,2023-12-26
#120010,20005260041869,"SK-H5924,SK-H5943",3598,2023-12-24
#120005,20005260041865,SK-S133400,4259,2023-12-24
#119993,20005260041859,SK-S136557,4999,2023-12-23
#120029,20005260041882,SK-S136588,5499,2023-12-24
#120007,20005260041867,WP-S75458,4049,2023-12-24
#120018,20005260041874,SK-S136567,5299,2023-12-24
#120039,20005260041888,SK-S133426,4199,2023-12-25
#119986,20005260041852,"WP-S136846,SK-S133432",10348,2023-12-23
#120012,20005260041870,WP-S136880,5349,2023-12-24
#120080,20005260041912,"SK-S133435,FS-S123367",8748,2023-12-26
#120085,20005260041915,WP-S108723,4199,2023-12-26
#119991,20005260041858,SK-S133424,2499,2023-12-23
#120070,20005260041910,WP-S101046,4299,2023-12-26
#120043,20005260041889,WP-S136847,6999,2023-12-25
#120050,20005260041894,WP-S134069,8000,2023-12-25
#120075,20005260041911,WP-S71868,4724,2023-12-26
#120019,20005260041875,"SK-H4257,WP-S109499,SK-H4574",5997,2023-12-24
#120026,20005260041880,WP-S136625,4799,2023-12-24
#120058,20005260041900,WP-S136669,4699,2023-12-25
