"Order Ref",Tracking,SKU,Total,Date
#100022,KI761692543,SK-S112373,2249,2023-05-05
#100067,KI761698583,SK-S118126,4399,2023-05-05
#99913,KI761680808,WP-S115907,4999,2023-05-03
#100025,KI761692571,SK-S116505,4699,2023-05-05
#100037,KI761692992,"SK-BG69859,SK-BG69941,SK-BG69677,SK-BG69771",7546,2023-05-05
#100061,KI761696283,SK-S115211,3699,2023-05-05
#100011,KI761692474,SK-S116575,4899,2023-05-04
#99986,KI761691784,SK-S118131,2249,2023-05-04
#99973,KI761686409,SK-CT302,3099,2023-05-04
#100003,KI761692147,SK-S82984,2255,2023-05-04
#99989,KI761691800,SK-KS3240,499,2023-05-04
#100049,KI761693812,SK-S115607,464,2023-05-05
#99977,KI761687388,SK-SN15526,1549,2023-05-04
#100020,KI761692531,SK-S115663,1749,2023-05-05
#99977,KI761687388,SK-SN15526,1549,2023-05-04
#99842,KI761666782,WP-S73289,9999,2023-05-02
#100046,KI761693217,SK-S103629,2508,2023-05-05
