"Order Ref",Tracking,SKU,Total,Date
#107708,WR9594577,FS-S124071,6299,2023-08-23
#107821,WR9620419,FS-S123712,6799,2023-08-24
#107839,WR9630213,FS-S127180,2029,2023-08-24
#107905,WR9634587,SK-S121503,2249,2023-08-25
#107868,WR9630791,MKP-S122297-40,2999,2023-08-25
#107872,WR9631018,MKP-S122297-42,2999,2023-08-25
#107847,WR9630649,"SK-JK-FS768,SK-FS436",3199,2023-08-24
#107875,WR9631086,FS-S123988,6499,2023-08-25
#107899,WR9634156,FS-S124162,6999,2023-08-25
#107884,WR9631138,SK-S121446,2249,2023-08-25
#107866,WR9630765,FS-S123681,6999,2023-08-25
#107835,WR9630187,FS-S127411,2499,2023-08-24
#107861,WR9630742,FS-S123835,7999,2023-08-25
