"Order Ref",Tracking,SKU,Total,Date
#105339,792454257103402,"WP-S104944,SK-S119285",0,2023-08-06
#104870,792454257102779,WP-S100992,0,2023-07-27
#105293,792454257103328,SK-S110208,0,2023-08-04
#105348,792454257103414,SK-S81775,2500,2023-08-06
#105353,792454257103427,SK-S110176,1471,2023-08-06
#105347,792454257103413,SK-S112440,2249,2023-08-06
#105411,792454257103504,SK-S121197,5499,2023-08-07
#105342,792454257103406,SK-S120402,3499,2023-08-06
#105380,792454257103471,SK-S122105,2449,2023-08-07
#105344,792454257103408,"SK-S96651,SK-S97139,SK-S108211",0,2023-08-06
#105333,792454257103396,SK-FS99554,2499,2023-08-05
#105383,792454257103474,SK-S117155,4349,2023-08-07
#105327,792454257103386,SK-S111637,1471,2023-08-05
